Cluster,Total_Videos,Unique_Channels,Weighted_Mean_Yellow,Weighted_Mean_Orange,Weighted_Mean_Red,Weighted_Mean_Violet,Weighted_Mean_Blue,Weighted_Mean_Green,Weighted_Mean_Black,Weighted_Mean_White,Weighted_Mean_Brown,Weighted_Mean_View Count,Weighted_Mean_Like Count,Weighted_Mean_Comment Count
0,261,131,1.261131107265108,16.411284066215153,0.7843765502098365,16.39006591752547,1.951088996545779,0.4244812173416022,15.618599533218113,12.230085719133937,34.92888689254501,421951.445351253,8118.656055702247,689.6190150614033
1,829,354,0.5839826161990459,3.195568507429267,0.4906398730945913,16.94976621413097,1.6340417162858887,0.1571827205131484,22.237899793520903,8.784930677009037,45.965987881817156,378511.7133153789,8066.110424803314,848.6523242343948
2,276,164,0.5898299553090324,2.323639165774263,0.580488488780726,21.83662014461611,1.813142320914025,0.28550758630781975,13.130362526535947,37.26890663858276,22.171503173179314,566844.5276704918,14497.096379367493,2083.907569705236
3,109,77,0.9195710662432585,3.2744744429984194,0.7135543851384178,16.597309165242322,27.926614410502197,0.5651756016696914,17.57120649286091,12.585202839573265,19.846891595771552,258470.6136599812,5980.4813344205795,891.1346795141731
4,37,23,1.3957606029135081,4.419367799383755,19.232189188326664,12.145300052719676,1.1730677991123015,0.19196349401041696,22.45903722619977,9.429389346053906,29.55392449128,159583.6253978677,3857.1216040917434,354.03214180222085
5,94,38,0.5913878011139996,2.858483402257279,0.8084369002355408,16.895655969121442,3.9432807649538404,12.26275578966136,21.918225710318502,12.570545254881763,28.15122840745625,400117.08734517824,10448.52656108843,529.0620494641631
6,327,196,0.43425509995080785,1.8234863909098273,0.41313348339201944,10.287694439855931,1.5113801775531113,0.27266968576543665,54.33812494066821,6.021812566518405,24.897443215386236,695437.6245720247,15067.178248320291,905.8398772552637
7,520,263,0.6457311021020101,2.649461219261101,0.5648057061670735,34.4637357285694,2.104140560256976,0.13424658905761566,15.586582841656961,13.042967146492753,30.8083291064361,542423.5670684536,11494.82132772402,904.6494178715101
8,115,64,10.722112630824821,7.547769314143211,1.179765554969009,15.842181290470231,2.944393873859116,0.7987001786769029,19.35334792370364,12.563847639068644,29.04788159428442,119962.17621057344,3421.12066894266,333.66609671902
