VideoID,Yellow,Orange,Red,Violet,Blue,Green,Black,White,Brown,Cluster,View Count,Like Count,Comment Count,Channel Title,Channel_Weight
baIR7eMg5Ug,7.42,5.43,0.0,10.06,0.03,10.65,23.38,10.94,32.09,5,5152,569,104,Pinoy Planet,4.644715314512495e-05
bAn0qP3BHcI,2.16,9.55,0.04,14.02,0.94,0.0,39.23,3.09,30.97,6,601,16,4,Мемоарите на една мечта,0.0006967072971768742
BaxCa7M2I_s,0.0,2.51,0.0,25.52,0.0,0.0,4.51,46.37,21.09,2,140737,3437,177,RuPaul's Drag Race,0.0013934145943537484
BbfRMeClL5M,0.05,0.81,0.0,17.18,10.87,0.06,24.81,6.76,39.46,1,2542,224,132,Prakash Panchal,0.0020901218915306227
bbHLfaq8LzQ,2.08,2.91,1.27,15.96,2.5,0.0,21.23,19.51,34.54,1,125857,5993,498,JUICY REACTS,0.00016720975132244982
bbkUGFFjX_c,1.74,0.88,0.0,28.72,0.0,1.3,22.33,11.11,33.92,7,110,25,6,The Canadian Traveller,0.0010450609457653113
BboemeR1PcA,0.0,1.72,0.0,19.44,0.0,0.0,23.87,19.93,35.04,1,5145081,91613,6028,Simple History,0.0013934145943537484
BcNZNEZvU84,0.0,0.03,0.0,26.68,0.0,0.0,18.49,11.65,43.15,1,171238,9034,728,KIM n LEE,0.0001441463373469395
BD2RRl7wPMw,0.07,0.39,1.64,16.55,0.0,0.0,27.99,11.49,41.87,1,198186,2144,178,Discovery Amuse,0.0013934145943537484
bDhhBLga2I0,0.0,16.01,0.0,9.92,0.0,0.0,8.58,26.5,38.99,0,47458,991,60,Nic & Rei,0.00013484657364713694
bfn9tndD9iM,3.75,24.28,0.88,12.57,5.16,0.0,8.83,13.58,30.95,0,6884,446,42,Pinoy Planet,4.644715314512495e-05
BFndAL9KPc0,1.62,12.89,21.37,17.03,2.1,0.11,5.97,19.02,19.89,4,44940,2003,93,Music Game News,0.00011000641534371697
Bfr7zkTXL9A,0.0,0.0,0.0,41.64,0.22,0.0,15.05,6.34,36.75,7,1310951,45432,6159,GLOCO,0.0013934145943537484
BFRmS1RSYYY,16.48,7.09,0.08,16.38,3.24,0.0,22.81,6.77,27.15,8,66410,2748,90,TriFate Geo,8.19655643737499e-05
BfyuKROBWyE,1.73,20.45,0.01,19.92,0.84,0.0,3.27,41.14,12.64,0,18631,864,153,Japapino World ジャパピーノ,0.00026126523644132783
BgC1dsQDFRU,0.03,0.36,0.0,13.42,1.95,0.0,26.26,3.81,54.17,1,67,1,0,Filpino American Ministry Podcast,0.0020901218915306227
bGpXVxq_7iU,0.0,0.0,0.0,22.85,0.0,0.0,31.09,8.16,37.9,1,276334,22111,437,NOW UNITED,0.0002458966931212497
bHa9LfG38bA,0.19,0.44,0.0,36.67,0.37,0.0,28.14,8.12,26.07,7,332340,11313,455,Waleska Herrera,2.7501603835929242e-05
BHR9ht4QVuM,0.0,0.17,0.88,30.76,0.0,0.0,17.76,16.79,33.64,7,5826,479,136,Pinoy Planet,4.644715314512495e-05
bH_TiXuz5ng,0.0,0.1,0.24,31.82,2.89,0.0,19.09,25.94,19.92,2,65281,2371,182,Japapino World ジャパピーノ,0.00026126523644132783
biJBN1vOIDA,8.87,1.93,0.0,11.97,9.17,6.18,26.5,7.18,28.2,8,5311,305,35,TriFate Geo,8.19655643737499e-05
bj4tLSZnIqM,0.02,2.19,0.85,34.71,0.0,0.0,9.59,13.71,38.93,7,232319,9023,1768,Pinoy Planet,4.644715314512495e-05
BjaKfnWjX9Y,0.64,4.75,0.42,15.54,0.08,0.05,21.98,16.44,40.1,1,3574,125,33,THE SKWAD,0.0005971776832944636
bJyXT6HK7Us,4.24,2.16,0.0,29.13,6.06,0.0,19.48,23.5,15.43,2,44829,1846,201,Lost and Jetlagged,0.0010450609457653113
BKBIU-YJJc8,0.89,3.19,0.67,38.2,1.38,0.04,7.98,10.75,36.9,7,229835,6266,622,We Wander,0.0008360487566122491
bKCr62Dk7Us,0.24,1.34,0.0,20.39,6.52,0.0,25.43,10.75,35.33,1,31780,1344,147,Grace Kim,0.0013934145943537484
BKi1QTM3Rto,0.0,1.88,0.0,26.78,0.13,1.57,12.82,1.53,55.29,1,9758,68,7,Elvie Lins,0.0008360487566122491
bkjKixwujk0,4.51,3.13,0.0,31.56,2.27,0.03,15.95,10.52,32.03,7,8153,683,83,Hobo Ventures,0.0006967072971768742
BKKZBeRVSfw,0.06,1.3,6.86,19.47,0.12,0.24,19.27,14.81,37.87,1,179304,6673,197,Waleska Herrera,2.7501603835929242e-05
BMCKKkbhQpc,0.17,0.96,0.0,24.67,0.04,0.0,12.77,21.38,40.01,7,33535,1194,0,Mr BulBul,0.0008360487566122491
Bnc7liFjcvc,0.0,0.28,0.0,31.86,0.43,0.0,13.33,17.14,36.96,7,475921,12647,754,Waleska Herrera,2.7501603835929242e-05
BNdsUvQjNp4,0.0,1.83,0.14,14.7,0.08,0.0,42.33,8.9,32.02,6,104794,2865,69,Waleska Herrera,2.7501603835929242e-05
BNEcbKDIIgg,1.21,3.79,0.17,25.22,1.0,0.0,12.81,24.59,31.21,2,175823,8641,435,JUICY REACTS,0.00016720975132244982
BPm6ggIwMzQ,5.47,3.92,0.08,15.7,11.95,4.92,24.28,6.41,27.27,8,23776,1262,75,TriFate Geo,8.19655643737499e-05
bPmYS3LC01w,0.0,20.32,0.0,13.08,2.1,0.0,11.22,1.55,51.73,0,3434,86,11,CBS New York,0.0008360487566122491
BppgvPJZMlA,3.44,1.41,0.0,35.43,1.36,0.0,13.55,11.92,32.89,7,35634,2395,238,Ken Abroad,0.00015482384381708316
bPUI6knEB7w,0.0,0.0,1.25,5.29,5.46,0.0,50.6,0.0,37.4,6,40952,1786,135,The Commodity,8.038930352040857e-05
bQdfoCTjU7E,0.95,5.56,0.27,31.43,0.53,0.0,5.65,32.83,22.78,2,508166,23239,3829,The Juicy Vlog,0.00019001108104823843
bqO6iZcLrv4,5.48,4.64,0.0,21.08,6.49,8.22,17.93,7.25,28.91,5,1327804,8576,543,Shev and Dev,0.0005225304728826557
bRLJhD0Js5U,0.03,3.32,0.0,20.38,0.0,0.02,13.62,33.34,29.29,2,23777,908,154,Rob Wanders,0.0010450609457653113
BROKaSugx-Q,0.14,5.24,0.0,38.67,0.36,0.0,5.37,11.22,39.0,7,3954,206,40,Aaron Around,0.00022001283068743394
bSaPw3r8lkc,3.2,10.76,1.2,11.08,2.71,0.55,23.25,4.58,42.67,0,733419,25439,1531,Harry Jaggard,0.0010450609457653113
bsTb5vMw1dQ,0.02,1.3,0.0,29.09,0.44,0.0,17.67,13.08,38.4,7,39426,1155,220,Travelwithchris,0.0010450609457653113
Bta_XWrA5lA,0.03,0.36,0.0,7.54,20.03,0.59,33.23,1.62,36.6,3,56086,978,200,Travis Kraft,0.0006967072971768742
btEYK52Dwsc,2.51,3.71,0.85,7.09,0.98,0.0,38.1,2.34,44.42,1,1682,61,8,Meet Jacky,0.0010450609457653113
BTkkdlCE-7c,0.59,15.94,0.0,9.03,0.0,0.0,13.87,20.07,40.5,0,55136,397,29,Nic & Rei,0.00013484657364713694
bTLMJvuPbZc,2.87,2.2,0.0,25.17,0.0,0.0,23.06,13.42,33.28,7,331,39,32,Pinoy Planet,4.644715314512495e-05
BUCANbJ9rZs,0.0,9.62,0.04,18.19,10.59,0.0,15.84,4.06,41.66,1,588360,11737,883,HellthyJunkFood,0.0013934145943537484
BulWyYdhpFE,0.0,0.81,0.12,19.12,6.67,0.35,30.85,8.22,33.86,1,246615,6761,1219,Dany #gotaworldtosee,0.0006967072971768742
Bv0XZHD98ss,0.01,8.65,0.0,15.84,0.06,0.06,16.32,12.16,46.9,1,244759,3288,246,Jeanelleats,0.0005971776832944636
BvIL0PWj5_A,0.07,5.63,0.0,24.04,2.38,8.07,18.02,14.08,27.71,5,8107,114,15,Tarsier TV,0.0010450609457653113
BW96eqdLf_I,0.35,0.64,0.36,3.54,0.65,0.0,67.96,0.54,25.96,6,3138,52,0,Tosa Dela Yaun,0.0010450609457653113
BWCUwXAEaPk,0.0,2.53,0.32,2.74,0.24,0.0,22.45,2.03,69.69,1,7602384,257102,16347,NOW UNITED,0.0002458966931212497
bwp3C1HRCzk,0.06,1.49,0.39,14.37,0.17,0.0,34.48,10.11,38.93,1,83769,3234,555,The Commodity,8.038930352040857e-05
bwQ1ifGRKGY,0.0,1.39,0.0,10.93,5.8,1.68,32.44,0.62,47.14,1,202995,6783,120,LizaQuin,0.0008360487566122491
bW_WaXqlE9Q,0.05,0.0,0.0,42.55,25.02,0.0,9.59,8.6,14.19,3,10562,474,110,We Wander,0.0008360487566122491
bxU3BHbt4ZY,0.0,0.0,0.0,6.04,0.0,0.0,7.77,3.89,82.3,1,675363,21588,1442,JoshuaSalom,0.0010450609457653113
by4HzfWRbT4,0.01,0.27,0.07,17.39,12.75,0.28,16.76,9.48,42.99,1,4089,116,45,Finding Paradise,0.0020901218915306227
byOqHHUBlVg,0.0,0.33,0.0,2.22,0.0,0.0,72.3,11.37,13.78,6,16172,998,17,Let's Meet Abroad,0.0006967072971768742
BYqGB4NyzDI,1.27,6.35,0.02,9.29,0.05,0.0,25.82,9.17,48.03,1,7373,748,232,Proudly Nomadic,0.0002985888416472318
BZ243ndklkE,0.0,0.0,0.0,15.52,0.0,0.0,45.62,0.29,38.57,6,534,3,0,William Magtoto,0.0020901218915306227
BZA1TUcHa4k,1.02,1.53,0.47,25.1,6.44,0.0,30.61,10.08,24.75,7,280771,13496,839,Pinoy Planet,4.644715314512495e-05
bzjxxzxdeuM,14.5,9.12,0.0,10.2,3.58,0.0,25.7,3.86,33.04,8,54157,3672,200,TriFate Geo,8.19655643737499e-05
BZNzNVKim6w,0.05,7.35,5.13,9.28,10.76,2.97,38.18,11.13,15.15,6,455,18,9,Addie Reacts,0.0010450609457653113
B_h7W5zTbnk,1.22,1.47,0.37,26.21,4.3,0.0,29.31,9.71,27.41,7,224699,4129,214,Part Time Travelling Family - Eleise and Lawrence,0.0005971776832944636
c-fijV9L28k,2.57,4.08,0.0,6.37,0.02,0.0,43.82,1.73,41.41,6,1378,98,33,Travelling Sticks,0.0010450609457653113
C-LeFb0JS8k,0.13,0.47,1.16,17.68,3.13,0.0,50.93,5.21,21.29,6,3280,34,2,The Love Train Nation,0.0001441463373469395
c0_yjwProzU,0.51,3.15,0.0,20.51,4.14,0.38,6.78,56.22,8.31,2,26227,1703,110,KIM n LEE,0.0001441463373469395
c12zRnFUTdo,0.0,1.42,0.0,10.37,0.0,0.0,36.96,9.39,41.86,1,4117080,71624,7183,Strictly Dumpling,0.0008360487566122491
c185R3zpFQk,0.3,8.11,0.89,28.79,0.34,0.0,11.93,5.45,44.19,1,31260,622,49,Sannin & Eric Reactions,0.0020901218915306227
C1EwhDGdv14,0.08,28.46,0.03,17.14,0.89,0.11,9.66,4.36,39.27,0,8134145,91105,6735,Mark Wiens,0.00041802437830612457
C1ME3ETxuls,0.26,5.98,0.0,8.89,0.25,0.0,39.63,23.88,21.11,6,7901,64,26,WolfNnyl,0.0020901218915306227
c4kMjhSt73k,7.41,3.22,0.01,14.96,13.05,0.0,22.71,22.55,16.09,8,25840,1018,495,The Bailey Squad,0.0006967072971768742
c64OjV9lNvw,0.08,22.12,0.0,10.84,0.9,0.0,23.77,11.68,30.61,0,374348,17554,2122,KIM n LEE,0.0001441463373469395
C7JiTweF3xY,0.0,0.0,0.0,16.49,0.33,0.0,41.87,24.64,16.67,6,5086,419,89,Życie na Filipinach - Rafał Baran,0.0008360487566122491
C8O7aUkka4o,0.93,0.33,7.57,11.04,0.0,2.02,33.97,8.48,35.66,1,128610,6958,1330,Мэри Джейн Филиппинка,0.0010450609457653113
cANij8_TIdI,5.76,15.99,0.12,23.29,0.07,0.0,13.45,11.53,29.79,0,6748,227,29,Travelling Yearbook,0.0010450609457653113
CBmNk9pSsy4,4.35,0.67,0.0,27.14,0.0,0.0,10.47,45.1,12.27,2,431500,21632,1342,DoktAURA,0.0020901218915306227
cBXHIQdKWBM,2.91,4.97,0.0,25.43,1.26,0.0,17.27,16.54,31.62,7,17562,242,68,Travis Kraft,0.0006967072971768742
cCGGFF_fq8k,0.59,3.0,0.44,16.98,2.73,0.0,16.0,20.31,39.95,1,15017,440,40,TheFamChannel,0.0020901218915306227
cDa3rn2haL4,0.0,0.12,0.21,15.61,0.0,0.0,15.45,5.7,62.91,1,22637,1096,54,Reação Imediata,0.00027868291887074966
cDaBzBo6JOU,0.0,0.38,0.0,32.21,0.0,0.0,15.97,7.09,44.35,7,13854,510,100,Eileen Aldis,0.0008360487566122491
cDfcwMk03SU,3.1,4.4,4.73,33.86,5.76,0.07,4.5,23.85,19.73,7,1736359,72198,2229,Cheryl Porter Vocal Coach,0.0020901218915306227
CDjZrY9CrNI,3.45,9.97,0.0,10.67,0.8,10.58,19.15,3.97,41.41,5,6817,420,85,The Garcia Family,0.00011000641534371697
CdQ1PfaRd7k,0.0,0.09,0.0,10.25,1.04,0.0,61.74,15.65,11.23,6,38913,1679,92,The Commodity,8.038930352040857e-05
CEfyMNrHkMs,0.0,6.31,0.0,10.61,0.72,1.25,28.0,4.61,48.5,1,16382,946,119,CouplesQuest_ | Matt and Danielle,0.0006967072971768742
Cf3Xnr120c0,0.0,4.75,0.01,9.75,0.0,0.22,31.52,24.86,28.89,2,1202942,68697,5325,JREKML,0.0002458966931212497
CfCIaFiJPBs,0.07,0.05,0.0,21.44,15.29,0.0,19.71,27.38,16.06,3,113569,3114,450,Ken Abroad,0.00015482384381708316
cfgd4erLBL4,1.39,4.3,0.0,13.44,0.09,0.01,28.66,5.68,46.43,1,435910,10472,1693,Dale Philip,0.00046447153145124943
cfIkMJHx5RI,0.1,5.0,0.0,25.52,0.67,0.0,14.24,27.3,27.17,2,3521334,131060,9484,Charles & Alyssa Forever,0.0013934145943537484
cFSIBImwMR0,0.02,0.11,0.32,30.92,1.24,0.0,3.11,44.9,19.38,2,393007,7817,247,Japapino World ジャパピーノ,0.00026126523644132783
cFWKWEGIiOc,3.59,6.57,0.24,23.89,0.77,0.0,13.76,12.45,38.73,1,94843,8915,1041,GoTime Travels,0.0005971776832944636
cgCt4TRvrmo,0.06,2.83,0.28,23.52,1.75,0.09,10.58,21.62,39.27,7,2390011,47918,5846,Go With Ali,0.0013934145943537484
cHc0025eF_4,0.38,2.53,0.0,22.87,3.62,0.0,22.75,15.44,32.41,7,370288,4890,553,laoshu505000,0.0010450609457653113
CHCTHOi4ggk,1.51,6.03,2.74,25.49,0.67,0.0,19.51,23.21,20.84,2,22947,1288,55,Music Game News,0.00011000641534371697
CI12BF_pW34,2.0,7.21,0.7,14.27,2.71,0.17,44.89,6.13,21.92,6,61925,3209,387,Flying Kell,0.0003215572140816343
CI8PSPP9vlE,0.44,0.14,1.31,26.91,1.97,0.0,6.43,31.35,31.45,2,626244,15916,1833,Tengkers World [PHIL-KOR Family],0.0006967072971768742
ciBt2cteN-U,0.6,2.99,0.0,5.13,1.94,2.53,71.02,4.83,10.96,6,17220,1119,196,Romanians On The Road,0.0010450609457653113
cifzQypGnnM,0.0,0.65,0.62,41.84,6.7,0.0,16.64,5.97,27.58,7,247546,10115,235,TriFate Geo,8.19655643737499e-05
CIvsSPNAzGg,0.0,0.41,0.0,17.91,0.15,0.0,0.65,77.48,3.4,2,66304,1890,321,Travellight,0.0020901218915306227
CIzI1u5i8B8,0.0,0.87,0.41,22.88,0.56,0.0,34.29,11.87,29.12,7,131120,11906,844,Mister Shin,0.0013934145943537484
ckgTnTg9TPw,0.01,0.69,1.0,15.66,10.74,0.36,23.37,6.22,41.95,1,12814,431,74,The Demouchets REACT,0.0002458966931212497
CKPXaDT-8ps,0.0,16.56,5.6,18.31,0.0,0.0,27.06,7.54,24.93,0,468829,9764,1002,Randy Santel,0.0006967072971768742
CksMrhlgIc0,0.0,0.15,0.0,39.47,0.0,0.0,33.25,10.04,17.09,7,549,0,6,Mantas Gričėnas,0.0010450609457653113
cLWymhJnwts,0.01,3.03,0.0,27.2,32.31,0.0,0.1,28.12,9.23,3,14,0,0,Dennis Asuncion,0.0010450609457653113
cm4yNGTlQOw,0.0,2.79,1.21,16.73,0.08,0.69,14.83,41.21,22.46,2,472431,14059,1632,emmymade,0.0005971776832944636
cm9m-gyMlXs,6.58,6.92,3.34,24.88,1.65,0.0,15.72,24.14,16.77,8,20508,1021,394,2 Wheels Across,0.0013934145943537484
cmBaWYIfR5c,3.12,1.35,6.22,16.14,1.25,0.23,29.07,7.11,35.51,1,630,45,10,Fun And Talk,0.0010450609457653113
cMfqUT8RW80,0.09,1.32,0.42,39.83,0.46,0.0,7.35,16.12,34.41,7,1651,65,16,Travelling on a Shoestring,0.0020901218915306227
cMKx2sNhyfo,0.0,4.19,0.43,16.56,17.94,0.01,19.52,8.75,32.6,3,1233,54,27,Cherry and Trevor,0.0013934145943537484
CMnFoW7jj94,1.33,1.7,0.03,24.25,1.2,0.0,24.59,7.44,39.46,1,421460,12066,415,JUICY REACTS,0.00016720975132244982
cmv5gtLAWPM,0.24,5.0,0.07,38.23,0.48,0.0,14.72,6.32,34.94,7,3580,344,53,Aaron Around,0.00022001283068743394
cNJDwmEiie8,0.07,0.15,0.0,17.74,1.25,0.0,35.63,14.49,30.67,6,140048,3904,366,Ken Abroad,0.00015482384381708316
cnkfymvUoGI,2.55,3.98,0.42,22.0,1.21,0.0,19.04,12.46,38.34,1,22299,1136,122,Adam and Jane's Lifestyle,8.708841214710928e-05
cNr50q5iEaU,0.12,0.83,0.0,37.23,0.0,0.01,4.84,31.51,25.46,2,3054130,29095,6985,It’s Me,0.0013934145943537484
cntVFWMLfFI,1.67,7.26,2.79,19.79,0.6,0.0,20.83,31.43,15.63,2,27783,1116,51,Music Game News,0.00011000641534371697
CO1pMhYZZcw,0.0,0.09,0.04,25.98,0.59,7.32,14.52,20.21,31.25,5,557664,17922,837,Waleska Herrera,2.7501603835929242e-05
CO418oACsEk,0.36,6.43,0.01,18.61,2.72,0.74,4.97,38.93,27.23,2,400700,22422,1613,Beryl Shereshewsky,0.0002458966931212497
coayhixmBBk,0.39,4.25,0.15,28.25,0.55,0.02,6.74,31.07,28.58,2,162962,6152,530,Always Be Changing,0.0002985888416472318
coIXi26Ktk8,0.0,0.1,0.0,35.49,0.0,0.0,10.06,15.1,39.25,7,225461,0,496,Mia Sandoval,0.0001492944208236159
CoqKIUMLLCY,0.0,0.65,0.0,13.91,0.0,0.0,56.76,1.57,27.11,6,1430,109,33,Filipino Dad Cooks,0.0013934145943537484
cOwDeDzZK0U,0.0,0.03,0.0,19.74,0.07,0.0,37.05,4.62,38.49,1,125130,4859,404,Waleska Herrera,2.7501603835929242e-05
cp0wyuBU7Oc,2.37,1.26,0.0,20.94,0.34,0.2,26.45,13.27,35.17,1,3149,253,68,Ellis WR,0.0013934145943537484
CP6ijUixGdk,0.0,1.41,0.23,26.23,0.12,0.0,30.25,10.97,30.79,7,350198,6802,626,Waleska Herrera,2.7501603835929242e-05
cPeu09bCPwA,0.08,3.46,0.0,26.67,4.37,0.0,13.75,14.81,36.86,7,50389,1324,132,A Day in the UK,0.0013934145943537484
CProayVgLIE,0.03,1.18,0.0,23.31,1.27,0.18,21.51,20.35,32.17,7,146028,3469,259,Rob Wanders,0.0010450609457653113
CQ0T7YZI2BM,0.06,0.21,0.8,25.77,4.61,0.06,29.78,14.59,24.12,7,20294,634,40,MR Halal,0.0013934145943537484
cQdlPyDBHcw,0.0,2.96,0.0,34.65,2.35,0.0,7.39,13.36,39.29,7,19189,456,60,Ron Digao,0.0010450609457653113
cRop2TQOFOw,0.0,0.09,0.0,8.09,0.2,0.24,64.2,8.09,19.09,6,17209,814,67,Reação Imediata,0.00027868291887074966
crsuIRAr0rE,0.0,0.16,0.0,26.12,0.43,0.0,18.65,14.18,40.46,7,313030,8579,703,Waleska Herrera,2.7501603835929242e-05
Ct9V0Tca4go,0.0,0.93,0.0,6.41,0.0,0.0,36.48,1.49,54.69,1,394565,13443,2863,The Front,0.0010450609457653113
CUhaitHEAZE,0.04,6.4,0.01,12.27,3.71,0.77,26.22,0.36,50.22,1,45402,1889,262,The Commodity,8.038930352040857e-05
CUlbqob5Njg,0.04,5.45,0.0,16.47,0.29,0.0,30.01,14.77,32.97,1,855,65,15,Psynergic,0.0013934145943537484
CuLmlHo7Wrk,0.0,0.36,0.98,18.24,0.69,0.0,9.51,55.86,14.36,2,1269253,30929,6710,Langfocus,0.0020901218915306227
cUsVaMMdicc,0.95,0.82,1.03,15.72,4.58,0.0,23.45,2.74,50.71,1,3912518,80675,5405,Top 10 Daily,0.0013934145943537484
CvGutuE0Klg,0.29,8.1,3.55,20.52,2.58,0.0,10.61,10.46,43.89,1,34483,1484,137,Here Be Barr,0.0013934145943537484
CVh4qFE8YiQ,0.25,1.71,0.33,23.94,3.12,0.0,15.74,11.82,43.09,1,13618,845,108,TPL Bianca,0.00013484657364713694
cVkJ6Qn5JNI,0.39,6.7,0.0,54.62,1.09,0.0,2.45,14.76,19.99,7,1148,42,33,ena francia,0.0013934145943537484
CVx_BaMGkZk,0.35,3.76,0.0,21.26,0.0,0.0,14.35,27.05,33.23,2,153118,0,189,Mia Sandoval,0.0001492944208236159
cW7IXyH60VE,0.61,3.34,0.02,19.86,15.39,0.14,20.0,6.6,34.04,3,178864,6958,188,Waleska Herrera,2.7501603835929242e-05
cwklx0IhAxs,0.0,5.17,0.0,31.32,0.0,3.83,8.26,17.38,34.04,7,31025,732,253,Jennifer Estella,0.0013934145943537484
cwxu2dA5Dv4,0.24,1.64,0.0,21.36,0.0,0.0,7.55,9.22,59.99,1,372488,14269,1921,Quang Tran,0.0013934145943537484
CXDbQA56OQU,0.0,0.51,0.0,23.91,0.0,0.0,13.03,8.33,54.22,1,25254,1084,183,UcieczkaDoRaju,0.0010450609457653113
CxVeCZTZQGQ,1.31,2.47,0.0,56.08,0.04,0.0,5.54,21.22,13.34,7,131307,5703,498,Joel Friend,0.0005225304728826557
cYDdNL_rF9A,0.0,0.78,0.0,24.14,0.22,0.0,9.72,9.49,55.65,1,103,3,0,Chubby Stick,0.0010450609457653113
cZxCDeyNN0g,0.18,0.13,0.21,50.13,1.89,0.0,2.9,19.91,24.65,7,37438,2214,170,TPL Bianca,0.00013484657364713694
C_CGOd61JFM,9.23,2.86,0.0,3.36,0.18,0.0,38.93,7.13,38.31,8,1625,11,1,Elvie Lins,0.0008360487566122491
C__iyWJkjgc,0.0,0.18,0.89,28.99,0.6,4.13,6.99,27.21,31.01,2,2191663,25411,5635,Best Ever Food Review Show,0.0008360487566122491
d2I4jSEAHyc,2.4,16.49,0.0,11.26,0.37,0.0,10.51,12.26,46.71,0,81303,847,89,FoodieMommaPH,0.00041802437830612457
D31_n-pcFTo,9.05,14.37,1.54,13.83,0.26,0.0,9.56,30.44,20.95,8,71237,3820,798,KIM n LEE,0.0001441463373469395
d3dRw-098OQ,0.0,0.49,0.0,41.05,2.05,0.0,20.38,17.95,18.08,7,223,0,76,TURKISHFILOFAM,0.0020901218915306227
d51Kl8fdOPg,0.43,0.2,0.0,20.33,24.92,0.0,10.98,17.9,25.24,3,36871,1364,172,BuzzFeed UK,0.00046447153145124943
d5z3vG74xmY,0.0,0.64,0.0,12.52,0.18,0.0,48.56,2.28,35.82,6,161501,4415,262,Waleska Herrera,2.7501603835929242e-05
D6WGeXeVhU4,0.0,0.04,0.0,10.06,3.24,0.0,21.77,0.87,64.02,1,81213,635,64,CBS New York,0.0008360487566122491
d8Pm0p-g23k,0.0,2.13,0.0,20.55,0.0,0.0,16.7,32.08,28.54,2,1549,39,14,Davlorito,0.0020901218915306227
DA9_bU3NGbk,0.64,13.6,0.0,16.57,0.0,0.0,8.64,8.72,51.83,0,132619,2868,257,Munchies,0.0005971776832944636
datYaDOz2R8,3.93,5.71,0.0,33.32,6.16,0.01,13.72,12.21,24.94,7,47275,1944,179,Ken Abroad,0.00015482384381708316
dbdGpkHLx9Y,0.01,0.35,0.0,41.05,35.06,0.0,0.2,4.96,18.37,3,6708,80,6,Cheetavel - Travel with locals,0.0013934145943537484
DBpt9uDRdsY,4.15,4.49,1.62,8.91,1.97,0.04,28.23,12.63,37.96,1,12481,774,136,Justin & Alina,0.00017417682429421856
DCpP4sxcDXw,0.48,4.1,0.08,38.77,1.35,0.0,10.94,7.81,36.47,7,55519,3425,732,Dodo Explorers,0.00026126523644132783
dD3jQhawZ7g,0.82,4.93,0.03,17.5,1.02,0.0,20.65,15.07,39.98,1,26848,1141,47,세부부부 CebuCouple,0.0006967072971768742
DdEar3F-bQ4,0.79,3.61,0.0,17.27,1.19,0.0,38.24,14.09,24.81,6,40486,1393,81,Jared Hartmann,0.0006967072971768742
decQL8TcTPQ,0.0,0.56,0.0,19.75,1.6,0.0,24.15,2.96,50.98,1,106133,3976,163,Waleska Herrera,2.7501603835929242e-05
DEJ_ma-gvsM,0.03,0.59,0.0,34.76,3.36,4.7,15.14,28.08,13.34,2,336440,13212,289,Travel 2 Where,0.0013934145943537484
DERY5U0IUAI,0.0,1.32,0.0,35.42,0.0,0.04,20.26,4.44,38.52,7,47308,1513,166,D&J TV,0.0005971776832944636
dFB91YBhoYY,0.0,0.09,0.0,17.37,8.12,0.0,27.15,14.26,33.01,1,166441,7476,809,tryNsomethingnew,0.00038002216209647685
DFbN0VZLWKQ,0.02,1.15,0.0,5.27,0.08,0.0,66.27,3.24,23.97,6,472633,37087,346,NOW UNITED,0.0002458966931212497
DFWtrZTfyAg,13.67,6.24,0.0,10.42,0.0,0.33,27.02,16.26,26.06,8,2468,173,129,The Bailey Squad,0.0006967072971768742
DFX3IvmoO18,0.0,1.26,0.0,23.78,0.06,0.0,32.53,5.73,36.64,1,17325,347,170,Ay Kaptyur,0.0020901218915306227
DG-ZLIbE4Xs,2.1,16.7,0.17,11.4,1.36,0.0,35.7,13.06,19.51,0,4751,329,15,Pinoy Planet,4.644715314512495e-05
dGIZPdLOYQ8,0.0,4.79,0.01,27.71,13.04,0.04,10.51,9.87,34.03,7,1091,14,0,Pinay mom's blogs,0.0010450609457653113
dGM9kDXdWcQ,0.69,6.54,3.29,25.59,13.88,0.72,3.22,36.22,9.85,2,5002,186,76,The Love Train Nation,0.0001441463373469395
dGxnilrs8aU,13.14,13.89,10.05,8.45,11.48,9.18,4.73,8.12,20.96,8,368,19,12,The Love Train Nation,0.0001441463373469395
dh5czgZJIwo,0.0,7.49,0.0,18.52,0.42,0.0,36.22,2.4,34.95,1,451563,14073,1443,Waleska Herrera,2.7501603835929242e-05
DhM-lafHvTs,0.0,0.3,0.63,41.71,1.14,0.2,17.71,6.85,31.46,7,172565,6124,195,Waleska Herrera,2.7501603835929242e-05
DHNrVmGb_Us,0.16,6.29,0.0,22.43,0.0,0.0,24.73,30.13,16.26,2,5190,50,5,Nic & Rei,0.00013484657364713694
DhpouIFVLIU,1.13,12.0,0.0,11.85,0.0,0.0,32.08,8.05,34.89,0,48,8,2,all about JeRe,0.0020901218915306227
DiYTTHUchMc,0.0,0.09,0.0,36.03,0.01,0.0,9.57,17.13,37.17,7,1891,71,39,Nicca Wanderlust,0.0020901218915306227
DJNNrntBTjQ,0.0,0.0,0.0,27.32,38.69,0.0,0.51,21.27,12.21,3,582,57,35,American Entrepreneur in the Philippines,0.00026126523644132783
DjUfn_34WjY,0.1,0.03,0.0,35.29,4.78,0.0,16.76,10.01,33.03,7,129008,6170,1491,Chai Travel,0.0005225304728826557
dKcEfMqLatw,0.0,0.26,0.04,22.34,8.71,0.06,31.53,5.88,31.18,1,74438,2454,140,TPL Bianca,0.00013484657364713694
dKYTWDErNzo,0.0,1.88,3.97,13.43,0.0,0.0,34.29,2.58,43.85,1,431362,9340,507,VI3ION,0.00019905922776482118
