VideoID,Yellow,Orange,Red,Violet,Blue,Green,Black,White,Brown,Cluster,View Count,Like Count,Comment Count,Channel Title,Channel_Weight
jrzvf28SgyA,0.07,1.14,0.0,11.19,1.31,1.08,17.07,15.54,52.6,1,3103,80,43,Dave On Arrival,0.0013934145943537484
JRzVGCUDuC0,0.0,5.53,0.01,14.07,0.0,0.0,43.59,6.48,30.32,6,8763,193,33,FoodieMommaPH,0.00041802437830612457
JsbGDdik8ao,0.0,1.05,0.0,12.75,0.42,0.0,34.61,20.2,30.97,6,127082,3341,313,Waleska Herrera,2.7501603835929242e-05
jSktkWAbLAk,5.77,14.84,0.0,8.21,0.88,7.05,8.0,15.61,39.64,0,5127,391,46,The Garcia Family,0.00011000641534371697
Jsm7oZ-8lVk,0.06,0.2,0.0,14.1,0.76,0.0,27.0,28.5,29.38,2,875680,8707,1559,Province Smile,0.0013934145943537484
jsv1yjFjZx0,3.24,2.93,0.0,24.84,0.0,0.0,14.69,1.02,53.28,1,225218,3644,855,Amazing Philippines,0.0013934145943537484
jSVt-jwgQ1U,0.14,2.12,0.0,11.18,0.45,1.41,29.78,13.55,41.37,1,2839,70,74,Tastes Seoul Good테이스트서울굿,0.0020901218915306227
Jsz4MSGM-08,9.76,3.93,0.0,15.78,4.72,0.0,31.11,3.78,30.92,8,1460,114,168,The Bailey Squad,0.0006967072971768742
JT5AVuqTeaE,0.1,4.74,0.07,9.91,1.37,0.0,27.78,14.46,41.57,1,98944,3598,413,Paddy Doyle,0.0006967072971768742
jTHtIfk1Nyo,1.78,2.92,1.6,16.3,8.29,2.89,26.07,7.67,32.48,1,556096,17829,1663,Flying Kell,0.0003215572140816343
jTPe32FwjEI,0.33,5.45,0.0,6.11,0.0,0.0,46.61,0.83,40.67,6,2943613,62945,1856,One Down,0.00041802437830612457
jUL1cRzKQlE,0.06,0.03,0.0,17.2,7.38,0.0,36.08,21.3,17.95,6,1024,28,5,Travel with Simon,0.0013934145943537484
jumDvsiJ9BI,0.0,1.31,0.0,10.34,0.0,0.0,29.42,10.68,48.25,1,18535,400,92,Travel With Mansoureh,0.0008360487566122491
JVIVZgJ5aec,0.04,2.21,2.03,15.02,1.31,1.74,22.02,5.21,50.42,1,10092,378,29,The Demouchets REACT,0.0002458966931212497
jVtWRVmMVGg,0.18,3.1,0.56,18.07,0.39,0.0,21.76,3.17,52.77,1,338235,8663,2371,itsKEVO,0.0002985888416472318
jw1ScfGOB4U,0.22,3.81,0.0,8.16,3.17,0.0,51.21,9.51,23.92,6,162786,3799,666,Regular Guy,0.0010450609457653113
Jw72XdBwhjQ,0.31,10.32,0.15,7.9,0.45,0.08,15.71,43.66,21.42,2,271875,13456,1376,VI3ION,0.00019905922776482118
jw7ykAwVGH0,0.15,2.12,0.58,13.26,1.44,0.0,30.68,5.18,46.59,1,14383,492,119,MR Halal,0.0013934145943537484
jwhcFIoDFNg,0.01,0.29,0.0,16.11,0.25,0.0,33.94,6.84,42.56,1,91822,4074,350,Waleska Herrera,2.7501603835929242e-05
JwIeegXNZ9c,0.16,0.97,1.72,16.47,4.92,1.12,19.93,12.57,42.14,1,112952,5426,699,josie lifts things,0.0003215572140816343
jxi7MHhur20,0.0,0.76,0.0,16.48,2.82,0.12,35.81,3.88,40.13,1,62817,1153,274,Marco Roams,0.0013934145943537484
JXxBmfyw6Xc,0.08,0.18,0.0,17.03,4.58,0.0,13.15,24.42,40.56,1,78247,2881,205,Ken Abroad,0.00015482384381708316
jxZgccTWzcg,0.01,0.15,1.96,25.67,0.6,0.0,15.78,28.97,26.86,2,31279,1489,174,Japapino World ジャパピーノ,0.00026126523644132783
JyespbKFTZE,2.1,11.06,2.89,19.69,0.69,0.0,13.43,36.97,13.17,2,25445,1324,151,Music Game News,0.00011000641534371697
JyuDpnjCK_U,0.82,1.91,0.0,20.34,0.03,0.0,25.12,28.51,23.27,2,49336,0,145,Mia Sandoval,0.0001492944208236159
jyWS46pHtdA,0.92,21.53,1.01,10.34,22.78,0.0,16.26,12.99,14.17,3,10562,272,20,Alexander College,0.0020901218915306227
JZIEfgYvQio,0.04,7.43,0.0,22.46,2.89,0.92,22.67,8.45,35.14,1,2614874,34566,1558,Mark Wiens,0.00041802437830612457
jZn35O_ja4Q,0.66,6.99,1.54,27.51,1.54,0.0,14.75,10.7,36.31,7,234574,5056,421,World Nomac,0.00026126523644132783
JZnvP1MWBlk,0.05,3.37,0.0,19.19,2.75,0.0,18.82,7.03,48.79,1,1412,16,20,Robbie Travels,0.0006967072971768742
jzS627fKCvc,0.0,2.32,0.0,23.09,0.55,0.0,26.41,19.17,28.46,7,145677,2702,82,ONE FILIPINO TV,0.00046447153145124943
J_BQmskzXDk,0.0,2.86,0.0,29.15,2.23,1.24,12.19,7.73,44.6,7,40035,1680,281,The Trips,0.0006967072971768742
j_G9pHUL-wY,0.0,0.4,0.0,15.23,0.0,0.0,32.24,5.56,46.57,1,6411,449,79,Pinoy Planet,4.644715314512495e-05
K-mSi0GNWN8,3.0,21.78,0.0,11.82,4.36,0.0,6.14,38.41,14.49,0,617,38,9,TheHervism commecicommeca,0.0020901218915306227
K-o1LlCF-Hc,0.1,0.3,0.0,8.37,2.96,0.0,40.34,7.77,40.16,6,107104,3748,893,The Commodity,8.038930352040857e-05
K-rtaegZYkE,0.0,2.55,0.0,15.54,0.24,0.0,26.88,7.14,47.65,1,180222,4460,136,Waleska Herrera,2.7501603835929242e-05
K-W7_RY8d4M,0.6,3.32,0.0,17.99,0.39,0.0,19.25,27.63,30.82,2,11738,231,18,One Down,0.00041802437830612457
K05mhgf0Lj4,0.0,1.74,0.0,22.26,0.0,0.0,9.21,50.06,16.73,2,174769,3714,476,D&J TV,0.0005971776832944636
K0FmdB8uGKA,0.05,0.08,0.0,18.7,0.0,0.0,34.36,21.86,24.95,2,138384,2778,2251,Asian Boss,0.0008360487566122491
K20VZzncHgY,0.25,4.27,0.01,17.82,9.37,0.06,25.86,7.78,34.58,1,88432,3798,356,The Commodity,8.038930352040857e-05
k3dilnwfcec,0.0,3.89,5.19,13.19,0.1,0.0,14.59,27.66,35.38,2,691547,24312,969,RELL 🕺🏽,0.0005225304728826557
K4BnzGb1FGQ,1.54,2.1,0.01,24.74,2.3,0.0,19.48,3.23,46.6,1,15706,894,53,한인타운 호텔&풀빌라 리조트,0.0005225304728826557
k4cn8eVRCDo,0.03,0.5,0.02,42.14,0.41,0.0,20.05,10.2,26.65,7,41053,1371,139,훈타민 Hoontamin,0.0013934145943537484
k4VbpUl8U9I,3.12,1.41,0.0,15.75,0.07,0.24,10.36,33.33,35.72,2,37598,1652,83,tryNsomethingnew,0.00038002216209647685
k5DdXvzvQ9g,0.11,1.04,0.04,24.43,0.24,0.04,20.83,4.71,48.56,1,136156,4945,199,Samantha Lisa,0.0006967072971768742
k5iXUMHPXb8,3.59,10.59,0.0,46.46,0.01,0.0,4.28,1.33,33.74,7,123,9,7,Chumimot,0.0013934145943537484
K6dZW1V3-FU,3.73,12.71,0.58,18.52,1.06,0.57,5.3,29.32,28.21,0,985386,32484,3295,Beryl Shereshewsky,0.0002458966931212497
K9h7xBf9uzA,0.0,0.17,0.0,25.3,0.0,0.0,24.34,32.09,18.1,2,3373,96,11,Asian Entertainment and Culture,0.0013934145943537484
K9_kfYsDQgw,22.49,11.06,0.85,11.84,0.01,0.0,20.42,9.46,23.87,8,2074,20,0,Food with Mae,0.0020901218915306227
kaK0QUeJDs4,1.17,5.79,0.0,16.64,0.72,8.09,23.54,3.13,40.92,5,13524,637,117,The Garcia Family,0.00011000641534371697
kAsWumwTUjQ,0.95,10.16,0.05,19.14,13.13,3.47,13.74,6.54,32.82,0,6050,618,60,TabiEats Food Reviews,0.0013934145943537484
KAWBqgvlhfo,0.0,4.14,0.0,30.8,4.87,0.12,15.72,10.28,34.07,7,2143,30,13,BookwormHead,0.0008360487566122491
KAXmWs4Hlis,0.13,2.14,0.0,17.97,0.84,0.0,18.83,14.13,45.96,1,21457,963,134,TPL Bianca,0.00013484657364713694
KBckeRChNT4,0.0,0.23,0.0,31.86,0.12,0.0,22.93,4.66,40.2,7,5340005,134059,20530,Xiaomanyc 小马在纽约,0.00027868291887074966
kBRmepdDuGk,0.16,0.21,0.55,26.54,0.44,0.0,12.68,45.31,14.11,2,710638,13627,386,Japapino World ジャパピーノ,0.00026126523644132783
kceHa2XteNs,0.02,3.44,0.0,18.6,0.72,0.0,40.68,6.82,29.72,6,1200899,42274,1707,Sorted Food,0.0010450609457653113
kcUTnM5Flpg,0.0,0.04,0.0,8.58,4.86,0.38,30.58,8.42,47.14,1,17930,1024,294,Divert Living,0.00046447153145124943
KdAgjXVe2K4,2.54,4.57,0.0,17.9,0.44,0.0,9.51,13.1,51.94,1,10534,697,76,Sol & Luna TV,0.0003215572140816343
kdQjdQUFzBo,0.05,0.97,0.0,27.58,1.63,0.04,7.46,38.78,23.49,2,48189,971,68,Nicole and Mico,0.0005225304728826557
kEdhl7xNluM,0.15,4.57,0.0,30.1,0.04,0.07,16.5,13.09,35.48,7,712,12,0,Canada International Student Magazine,0.0020901218915306227
KelcDGzQRKg,2.64,1.42,0.0,43.02,0.0,0.0,3.79,5.48,43.65,7,11421,386,103,The Philippines Project,0.0006967072971768742
KewTOAuam4s,0.12,9.65,4.69,9.28,0.0,0.0,5.62,3.55,67.09,1,127309,7182,733,Pinoy Planet,4.644715314512495e-05
kFBwyWHgkXg,1.17,3.91,0.0,22.01,4.76,0.0,11.81,2.93,53.41,1,54559,1789,276,FLYING THE WORLD,0.0008360487566122491
KG2lonDcGCU,0.01,0.62,0.03,14.99,0.02,0.03,54.99,13.58,15.73,6,3771,134,93,Mary In India,0.0013934145943537484
KG5Ov18N26U,0.0,0.0,0.0,24.57,0.0,0.0,13.17,45.59,16.67,2,2228,130,9,켈리벨스Kellybells,0.0005225304728826557
kgG1oJiE5qs,0.0,0.13,0.0,7.36,0.0,0.0,70.15,2.11,20.25,6,709556,14171,985,Mikey Bustos,0.0013934145943537484
Kgr7qGU_sJw,0.0,0.33,0.02,46.67,0.0,0.0,14.36,9.06,29.56,7,435,7,2,"Easy Wedding | Georgia, Seychelles, Dubai, Malta",0.0013934145943537484
kIbd4DORB-8,0.2,0.01,0.98,27.43,1.48,0.0,37.57,2.2,30.13,7,1690825,65890,4572,Jez Prada,0.0013934145943537484
kImXctXCmLs,0.0,0.21,0.0,20.86,0.12,0.11,37.51,23.74,17.45,2,285,13,3,PH Rider Dave,0.0013934145943537484
KIXccECYjyU,0.28,10.99,3.05,21.77,0.28,0.0,19.1,12.59,31.94,0,44209,2464,171,TriFate Geo,8.19655643737499e-05
KJrmE8BNCuM,0.0,1.38,0.0,23.07,0.07,0.0,5.48,4.34,65.66,1,280,21,5,켈리벨스Kellybells,0.0005225304728826557
Kk4YL2CZGPI,3.97,8.06,0.32,24.42,0.15,0.11,12.51,27.7,22.76,2,143,15,8,The Egypino Couple,0.0013934145943537484
kkiNTet5G-Q,2.24,9.25,0.0,12.67,0.0,0.0,23.56,29.17,23.11,2,201559,5605,427,Loloy meets Hyojina횰로커플,0.0010450609457653113
kL1xAYUTx2o,2.28,1.59,0.26,13.29,0.75,0.25,30.1,7.17,44.31,1,57652,6370,709,GoTime Travels,0.0005971776832944636
KlL-XtnS_ps,0.14,5.54,0.31,24.83,1.4,0.91,17.83,4.77,44.27,1,74026,4019,648,Travel Escapes,0.0005225304728826557
klMo0d2-VOs,0.0,23.39,0.0,18.47,0.06,0.0,21.93,14.73,21.42,0,159744,0,304,Mia Sandoval,0.0001492944208236159
klx-_N0XMEY,0.0,0.66,7.69,28.77,0.0,16.8,2.67,17.72,25.69,5,966,98,83,Pinoy Planet,4.644715314512495e-05
KmaO8Z99BJU,9.01,5.89,0.05,11.15,19.74,0.0,6.43,15.21,32.52,8,2214,88,22,Global Marissa,0.0013934145943537484
KmWoT5FmtTk,3.64,2.1,0.1,27.74,1.77,0.0,3.04,40.02,21.59,2,341,41,63,Pinoy Planet,4.644715314512495e-05
KNXOzx6mkUE,0.0,0.12,1.66,23.33,0.1,0.0,30.88,1.1,42.81,1,35403,1078,68,Waleska Herrera,2.7501603835929242e-05
kOf9riihh1g,0.95,15.12,0.48,25.01,2.82,0.1,2.16,10.12,43.24,0,101398,8222,404,8 Miles from Home,0.00046447153145124943
KOlzFdl35e4,0.71,3.09,0.0,25.58,0.19,0.0,24.14,14.98,31.31,7,74752,2963,260,The Commodity,8.038930352040857e-05
koNVREBxap8,0.0,8.9,0.01,21.31,1.34,0.0,24.28,7.66,36.5,1,53171,1854,188,Roaming Hogan,0.0013934145943537484
konXumXsoFE,0.0,0.04,0.0,25.79,0.0,0.0,23.17,8.74,42.26,1,921936,22041,1097,RegenerationNationTV,0.0006967072971768742
kOUQW-YbAeY,0.0,1.26,0.0,33.5,3.77,0.06,22.77,10.89,27.75,7,37773,2118,173,TriFate Geo,8.19655643737499e-05
KPbgE2STJiE,0.0,5.66,9.79,24.69,0.11,0.0,11.27,16.09,32.39,4,298728,7863,217,Waleska Herrera,2.7501603835929242e-05
KPU07Ee_j_Y,0.17,2.05,0.0,17.09,3.24,0.0,38.07,10.75,28.63,6,1682,180,55,Aaron Around,0.00022001283068743394
kq2oO7fRbB4,0.0,0.09,0.0,27.6,0.0,0.0,13.82,21.38,37.11,7,2942,131,20,Therese's Nook,0.0013934145943537484
KqItPSo7R58,2.03,3.22,0.0,29.91,7.71,0.0,14.96,3.75,38.42,7,21369,1328,115,한인타운 호텔&풀빌라 리조트,0.0005225304728826557
KrbZE3SL1vU,4.12,7.84,0.0,31.36,15.09,0.0,6.89,10.18,24.52,7,18893,406,103,Always on a Journey,0.0010450609457653113
KRj2QZgUqlU,1.55,4.9,0.0,6.45,61.25,0.74,10.44,0.04,14.63,3,13322,113,35,In Between Maps,0.0020901218915306227
krOzZPUb738,1.13,1.67,2.95,21.19,2.77,2.77,22.31,15.94,29.27,7,316594,4710,561,TriFate Geo,8.19655643737499e-05
KSrS_KmFcmM,0.15,11.07,9.9,22.52,0.0,0.0,16.71,15.26,24.39,4,243897,5751,283,BuzzFeed UK,0.00046447153145124943
kssJ-jhOFPA,6.81,2.45,0.0,30.93,1.76,0.0,11.52,18.51,28.02,8,15625,1126,256,Dan and Lyn,0.0005971776832944636
KTBkJEkTicw,1.66,1.52,0.06,23.18,4.39,0.15,15.8,7.63,45.61,1,131133,2485,228,Justin & Alina,0.00017417682429421856
kTrjYBGGol0,0.0,4.53,0.0,14.34,0.0,0.0,22.99,17.37,40.77,1,36970,408,39,Nic & Rei,0.00013484657364713694
KUinzmCRI3k,0.0,1.12,0.0,26.37,0.0,0.0,18.56,21.97,31.98,7,1897,39,7,Raff De Leon,0.0010450609457653113
kupDrmKBW4w,0.0,0.0,0.0,32.72,0.0,0.0,11.19,12.36,43.73,7,531,26,46,We Keep Coming Back,0.0010450609457653113
KuSZGmAz7zc,0.14,1.38,0.43,10.93,3.22,0.0,39.37,6.26,38.27,6,26123,1268,112,TPL Bianca,0.00013484657364713694
KUWHXdT39Rg,1.76,10.56,2.63,15.88,0.77,0.0,31.12,20.4,16.88,0,356377,9047,277,Music Game News,0.00011000641534371697
kv7cn2yuUCc,0.0,0.02,0.0,17.13,9.53,0.0,43.61,5.62,24.09,6,4038,375,147,Życie na Filipinach - Rafał Baran,0.0008360487566122491
kVfqhcWspQw,0.0,0.05,2.55,15.39,7.47,0.0,12.17,48.25,14.12,2,186638,5654,679,Great Big Story,0.0013934145943537484
KwD4e3ziCb4,0.16,6.8,4.31,24.02,3.57,0.06,11.34,14.73,35.01,7,725422,17885,1318,Isaac & Andrea Vlogs,0.0013934145943537484
KWEY2yJfy_E,0.46,4.7,0.0,18.0,1.67,0.0,27.67,8.66,38.84,1,564076,23098,868,Thazmin with Jhazmin,0.0013934145943537484
kwMIisZ35QQ,14.76,8.65,0.0,14.85,9.23,0.0,16.33,2.83,33.35,8,27449,1637,158,TriFate Geo,8.19655643737499e-05
kWRYJ4P1h-A,4.3,2.42,1.96,21.01,18.83,0.06,14.5,14.88,22.04,3,402453,10317,833,2Passports 1Dream,0.0005971776832944636
KwTtV2ZJZ7U,0.24,14.3,0.24,20.36,0.17,0.0,13.07,5.66,45.96,0,539921,13993,392,THE K-POP,0.0008360487566122491
kWXTPmPd_gk,0.09,0.19,0.0,16.62,6.07,0.0,32.5,6.17,38.36,1,434740,11088,914,BACKPAEGER แบกเป้เกอร์,0.0013934145943537484
kXPQK-Gxkl8,2.97,14.45,3.62,14.59,1.3,0.0,15.28,10.39,37.4,0,841805,17513,2674,Quang Tran,0.0013934145943537484
KxqcT1LUJhQ,0.11,0.47,0.06,26.0,0.23,0.0,28.42,3.82,40.89,1,358983,13069,411,Waleska Herrera,2.7501603835929242e-05
kXq_pc1ug3s,1.0,3.46,0.5,23.09,0.0,14.89,19.09,16.44,21.53,5,474346,8198,918,Travel Escapes,0.0005225304728826557
kxVFwfWXSSE,0.3,0.8,0.1,15.8,0.23,0.0,38.49,20.34,23.94,6,6691,361,64,TPL Bianca,0.00013484657364713694
KxyoiLVn_YU,0.17,0.88,0.0,10.58,0.0,0.0,24.93,8.22,55.22,1,13983,858,201,Dustin Backpacks,0.0006967072971768742
kyefcNqiZOA,0.33,6.2,0.0,18.59,1.66,0.0,26.64,4.99,41.59,1,11746,657,61,Dabble The Reaction,0.00041802437830612457
Kys4CbieqpU,6.54,23.65,0.5,7.48,3.54,0.0,12.83,4.9,40.56,0,4580,189,32,Adam and Jane's Lifestyle,8.708841214710928e-05
kYTUmK8f52A,0.0,48.32,0.0,3.84,0.0,0.0,0.0,16.55,31.29,0,2813,319,16,American Entrepreneur in the Philippines,0.00026126523644132783
kz8L5quDgYU,0.17,3.73,0.06,26.76,0.05,0.0,16.0,13.22,40.01,7,96334,1817,273,Ingrid in Bosnia,0.0006967072971768742
KzG17U1mbMc,0.12,1.37,0.0,29.19,1.08,3.22,12.75,13.34,38.93,7,240513,3126,245,TPL Bianca,0.00013484657364713694
l-lPCxX7ySg,4.17,16.14,0.0,15.67,1.2,0.84,17.88,4.82,39.28,0,14965,815,92,Dodo Explorers,0.00026126523644132783
L-OWMMdBkHk,0.22,4.63,0.0,23.58,0.88,0.0,8.42,11.12,51.15,1,17307,1786,306,Wistl Family Adventures,0.0013934145943537484
l0eB8kD2EHY,2.44,10.77,0.0,23.65,2.19,0.01,14.26,11.91,34.77,0,1147566,30489,3167,People Vs Food,0.00046447153145124943
l2YVDriQtmo,0.02,2.4,0.06,25.63,0.0,0.0,37.05,0.34,34.5,1,19304,692,20,Samantha Lisa,0.0006967072971768742
l3050mDF35E,0.0,0.24,0.13,37.51,0.97,0.0,21.15,8.58,31.42,7,8236,622,116,PhillyinthePhilippines,0.0013934145943537484
l37i8s1uUx0,0.0,0.0,0.0,28.51,0.31,0.0,24.25,9.16,37.77,7,30919,1379,60,Reação Imediata,0.00027868291887074966
L5Bds-NmmAo,3.43,2.6,9.22,3.5,0.0,0.0,52.52,1.85,26.88,4,7023,136,34,Owl of Asia,0.0008360487566122491
l5K-jH6FWcQ,0.3,18.3,1.03,12.34,1.31,0.49,22.8,5.98,37.45,0,116006,5631,717,Flora and Note,0.0008360487566122491
l62LKcUAKgI,0.0,1.09,0.0,4.3,0.0,0.0,11.06,7.21,76.34,1,43292,2312,475,Dustin Backpacks,0.0006967072971768742
l9hIJpOP5Fo,0.43,4.07,6.72,31.27,22.33,0.04,1.38,21.53,12.23,3,1641,23,4,The Love Train Nation,0.0001441463373469395
L9tIAMCe2dc,0.14,10.45,0.0,11.51,1.29,0.0,40.94,6.79,28.88,6,410085,12829,1291,The Commodity,8.038930352040857e-05
LA8U3Lqr3b0,0.47,8.05,0.0,15.94,0.0,0.0,3.53,11.51,60.5,1,19590,626,54,Thrillist,0.0020901218915306227
LAfchScmbVY,3.29,2.76,0.0,35.94,0.0,0.0,9.35,3.93,44.73,7,131,8,0,Chumimot,0.0013934145943537484
lbR5yzJz4uA,1.51,3.49,0.0,26.22,0.77,0.0,13.88,7.48,46.65,1,22237,1241,189,Adam and Jane's Lifestyle,8.708841214710928e-05
LCPdReRvd00,0.0,0.0,0.0,14.28,0.0,0.0,53.52,0.97,31.23,6,4262,165,74,Divert Living,0.00046447153145124943
LCpmr8NTkzQ,1.35,9.75,0.0,9.4,0.03,2.38,19.35,14.2,43.54,0,66268,332,34,EXCLUSIVE TRAVEL REVIEWS,0.0013934145943537484
LcsTba_KQXM,0.07,0.27,0.0,12.35,3.26,0.01,24.8,1.22,58.02,1,43053,1771,194,Ken Abroad,0.00015482384381708316
LczC9rkrNkM,0.0,0.04,0.0,11.26,0.0,0.0,31.96,34.13,22.61,2,309323,2552,81,ONE FILIPINO TV,0.00046447153145124943
lDc5m69DlKk,0.26,0.45,0.0,22.43,1.04,0.0,24.44,19.22,32.16,7,54813,2484,180,TPL Bianca,0.00013484657364713694
lDkAhaR_cyA,0.22,0.88,0.0,24.2,2.93,0.0,26.12,4.64,41.01,1,62030,3732,491,josie lifts things,0.0003215572140816343
lEgYxTAN36I,0.0,0.0,0.0,3.22,0.39,0.0,73.19,3.55,19.65,6,4915,335,11,TriFate Lifestyle,0.0002458966931212497
lfBJnEJRlt8,0.0,0.17,0.0,23.3,0.3,0.0,34.53,6.87,34.83,1,300856,5360,75,Waleska Herrera,2.7501603835929242e-05
lFDIdJ71AWQ,0.0,5.21,0.0,14.83,0.09,0.0,35.38,5.09,39.4,1,265498,7848,349,Waleska Herrera,2.7501603835929242e-05
LFkSktRSJpM,2.58,1.84,0.0,13.68,2.16,0.0,20.57,12.61,46.56,1,14411,804,163,Justin & Alina,0.00017417682429421856
LfPx5Ygzr9A,1.09,3.02,0.0,19.1,1.94,0.0,20.72,14.95,39.18,1,30602,1899,184,Dodo Explorers,0.00026126523644132783
lfq08YKgIDE,1.2,3.46,0.0,33.43,16.97,0.02,7.4,1.09,36.43,7,342023,8481,258,Joel Friend,0.0005225304728826557
lG54jwwvTrc,2.51,1.31,0.65,22.77,1.52,0.15,12.96,23.99,34.14,2,551,158,279,TRI VLOGS UNLIMITED,0.0020901218915306227
lGlWteaA0G4,0.39,2.95,2.02,16.07,0.0,0.0,3.57,47.44,27.56,2,1712045,50457,13369,Raphael Gomes,0.0013934145943537484
lH-ebkL3l9w,0.0,1.64,0.0,15.93,0.0,0.0,32.16,4.98,45.29,1,231176,4929,745,Stephen & Taylor,0.0010450609457653113
lHdUFJCkAfQ,0.0,0.0,0.0,6.1,0.0,0.0,5.69,82.08,6.13,2,17106033,470419,50461,Domics,0.0013934145943537484
lLQcFpgbMOk,1.9,5.5,6.25,52.7,0.23,0.0,0.96,22.68,9.78,7,104809,10360,726,worldofmama,0.0020901218915306227
LLWlON3rO84,13.16,3.29,0.0,9.65,7.91,0.0,40.94,3.89,21.16,8,82960,4200,131,TriFate Geo,8.19655643737499e-05
LmBtqFkvIn0,0.0,0.01,0.0,64.69,0.0,0.0,11.4,13.19,10.71,7,5287859,73903,0,HiHo Kids,0.0013934145943537484
lmisnxYQvhg,1.71,7.86,0.0,7.22,6.2,0.12,44.63,10.12,22.14,6,10494,543,41,Pinoy Planet,4.644715314512495e-05
lmrf2EjUVa0,0.0,0.27,0.0,11.45,0.01,0.0,39.37,16.92,31.98,6,1170485,24094,1116,Eater,0.00027868291887074966
LNin1zdtACc,0.16,20.33,0.0,14.17,0.0,0.0,18.33,29.45,17.56,0,37702,398,25,Nic & Rei,0.00013484657364713694
lNndYqSObXs,0.14,12.14,0.0,30.71,0.0,0.0,5.92,21.72,29.37,0,482207,13882,1375,Randy Santel,0.0006967072971768742
LNtFTq32huA,28.09,2.76,0.0,13.73,1.3,0.0,17.53,8.72,27.87,8,15513,0,124,Angeline Thomas,0.0020901218915306227
lnxi--Rx6Po,0.03,0.35,0.0,5.28,0.0,0.0,67.9,4.61,21.83,6,1991739,59146,1556,Livin La Vida Tagalog,0.0010450609457653113
LoDHH_O0fDg,0.0,4.81,0.0,29.97,0.0,0.0,11.8,17.78,35.64,7,389,21,4,Mama Soc,0.0020901218915306227
lOF4vVxBQ-s,9.52,2.01,0.0,31.55,8.01,0.17,9.87,6.24,32.63,8,1060257,28442,2000,Harry Jaggard,0.0010450609457653113
Lot6VTTgzGw,0.75,4.39,0.0,25.92,0.57,7.05,13.15,1.2,46.97,5,8647,571,80,The Garcia Family,0.00011000641534371697
lPCnUCvh-pg,0.0,1.76,0.0,20.8,0.4,0.0,26.97,15.04,35.03,1,1063380,13973,1637,Fearless & Far,0.00041802437830612457
lQfMYUon9fM,0.0,0.16,1.19,14.44,0.07,0.0,22.25,11.61,50.28,1,8077,261,16,The Demouchets REACT,0.0002458966931212497
lqpsgJpgVBw,1.87,3.23,0.0,30.73,0.59,9.98,8.83,2.96,41.81,5,6763,479,157,The Garcia Family,0.00011000641534371697
LQRA4LI1dpw,4.18,3.28,0.0,4.55,1.21,0.0,41.23,9.01,36.54,6,17275,1301,104,Mac n Teens,0.0008360487566122491
lQxl7v4iZRU,0.14,2.44,0.0,12.93,0.08,0.0,36.89,13.12,34.4,6,238387,9026,529,The Commodity,8.038930352040857e-05
Lqznip8oO9M,0.0,0.24,0.0,22.12,2.13,0.0,24.55,5.56,45.4,1,20069,928,127,Seara Travels,0.0008360487566122491
lQ_4IeSVUrQ,0.0,2.73,0.0,30.97,3.47,1.97,18.38,5.0,37.48,7,780810,29585,3094,Xiaomanyc 小马在纽约,0.00027868291887074966
LsCHNOZ3htY,0.55,10.1,3.43,16.81,0.44,0.0,19.39,18.69,30.59,0,89,10,5,Avelina Encabo.CHANNEL,0.0010450609457653113
LsFTrq6vAus,0.01,5.96,0.15,22.07,0.0,0.0,6.04,14.41,51.36,1,1466728,34563,2370,THE SKWAD,0.0005971776832944636
lSHh9qJOKjs,2.03,4.72,0.0,32.7,3.19,0.0,16.31,4.93,36.12,7,1914,208,26,Kumusta Philippines,0.0013934145943537484
lSNCL4_9PRQ,0.24,2.11,0.0,21.07,0.25,0.12,26.75,9.65,39.81,1,16411,629,26,세부부부 CebuCouple,0.0006967072971768742
LtFyO_0vP4c,4.65,4.09,0.0,40.79,5.78,0.0,18.8,11.98,13.91,7,3898,262,174,Amazing Philippines,0.0013934145943537484
LTonXvxR7wg,0.0,0.71,0.02,8.58,0.1,0.0,15.07,5.51,70.01,1,18407,300,24,World Famous Yum Yum Food Truck,0.0020901218915306227
LtrL-cCzoNo,1.24,4.31,0.84,33.24,3.55,0.0,16.51,13.2,27.11,7,44481,2198,423,D&J TV,0.0005971776832944636
LtXiRN0P2VY,0.02,2.01,0.0,13.09,0.0,0.29,39.48,4.65,40.46,1,14668,371,60,Travel With Mansoureh,0.0008360487566122491
LU3dP_VdymQ,0.26,8.8,0.61,25.31,23.6,0.01,9.46,2.66,29.29,3,6512,527,66,Chai Travel,0.0005225304728826557
LuEFNUUXA88,0.0,3.61,29.07,3.15,0.0,0.0,6.02,5.51,52.64,4,6561,231,52,Owl of Asia,0.0008360487566122491
lUm0atjqE28,0.0,0.62,3.55,4.01,5.4,0.49,66.51,11.53,7.89,6,2538,38,16,Vivre aux Philippines,0.0010450609457653113
lUy-hP3V-1o,1.18,2.19,0.0,21.94,0.0,0.0,37.22,7.37,30.1,6,3679,339,62,Pinoy Planet,4.644715314512495e-05
LV2RZPV3aR8,2.02,10.23,1.42,25.25,1.44,0.0,8.3,13.29,38.05,0,17419,1404,201,Sol & Luna TV,0.0003215572140816343
LVaz4TG41r8,1.15,3.63,1.73,25.39,3.97,0.0,24.46,10.0,29.67,7,140432,4286,351,World Nomac,0.00026126523644132783
LVFIaiY5x9w,0.04,0.22,0.0,17.58,24.57,3.5,8.98,34.75,10.36,3,71163,2718,169,Paddy Doyle,0.0006967072971768742
