Video ID,text_cleaned,cluster,x0_Bert-CLS,x1_Bert-CLS
cDaBzBo6JOU,"What I Ate in El Nido, Philippines",4,-1.7754039,2.6510687
OGdIZ6H3EZ0,VS,4,-1.2801331,1.2315885
6BZm8EvZXpQ,PH Barber shop,4,-1.9485898,2.2262537
KAXmWs4Hlis,Foreigner Life,4,-2.1154442,1.5546365
jqrEYX5MMks,Philippines Fruit!! umm.. What???,4,-0.69908345,2.563328
zZqpG54vou8,Discover Connect Learn Share,4,-0.8050739,1.1801234
PT1AOfiFcHg,Foreigners Try Filipino Food,4,-0.9636409,2.4406714
9IiRJUesFNk,Reason for Coming to Filipino Market,4,-1.0922616,1.8230696
u2x9TXyWXPE,7 Tips For Life In The Philippines,4,-1.1330762,2.6859543
MKgOWgUwTrU,Espasol Coconut Milk Rice Cake,4,-2.1584797,1.1809082
M2Cf7-JpIUo,but walk into the storage room on the left side,4,-0.42418194,1.2832633
2lXdrSXl9Io,Chowking,4,-2.0810275,2.4659123
O16JP0YRKv4,VICE News Tonight HBO,4,-0.41236705,2.1758611
0i_ZIWC0c1M,Street Food,4,-1.9816401,1.3771975
0o5lQ6LZ4rI,Bone Marrow?,4,-0.54660636,3.3308203
INYxG2V6mvc,one word to describe the Philippines?,4,-0.13022906,3.086357
vE-aYCxIRaQ,Pancit Bihon Filipino Rice Vermicelli Noodles,4,-1.3637567,2.4367783
SLfMX2eA7Lc,Black Pigs in the Phils. Retirement Plan,4,-1.7556081,1.505595
JeiuMNOJ1EA,Filipino Lumpia,4,-1.8889993,3.1858263
bPUI6knEB7w,Scary Philippines Creatures,4,-1.5039136,2.2165978
hUogazKVhDQ,Ilocano? Tagalog? Korean?,4,-0.98627454,2.8947203
by4HzfWRbT4,Bohol's Amazing Getaway,4,-2.5746462,0.81697506
NMqCIrGbmug,Feeding Strangers Jollibee,4,-1.7685193,1.4468083
ZdELq23qUTQ,Chackie's Kitchen,4,-2.2513323,1.0037305
U5EeBtECq2Q,Tiger Sugar Tasting,4,-2.4489114,1.5372394
QflJ7MusWmU,"but with the coconut vinegar stuff, hmm.",4,-0.306868,1.9865875
lyoIryqJ08A,Chickenjoy,4,-1.2795122,2.4455876
YO49D7SH130,10 TIPS Travel by Bus in the Philippines,4,-0.7198328,2.3173587
5xVeZrpVzow,1st Day of School in Canada,4,-1.7113374,2.4895809
QeLr8WOOEfY,Filipino Chicharon,4,-1.6129605,2.651935
7_hNGE5sn-g,Filipino Canned Food!!,4,-0.61708766,4.094929
eFu2w2KX4ss,Filipino Singers Attempting International Singers High Notes,4,-1.2775623,2.59114
xyZH8XQqjEk,Travel to Davao 1,4,-1.1456956,2.93004
675kMpNG0L8,Dalawang Koreano LoveLove Time In pool villa,4,-1.2940854,1.7737092
_c4HJnpPJJM,Atchara Pickled Green Papaya,4,-2.2197437,1.6264081
CuLmlHo7Wrk,Chavacano Almost Spanish?,4,-1.40391,3.4854002
VBpyfBGjHJQ,Korean first try Pork n Chicken Sinigang,4,-2.2382708,1.734188
xd-4sPjzFfI,$50 US Challenge Eating like a westerner,4,-0.7983623,1.8691735
1aZ4UYjlHEA,Disney,4,-2.479185,-0.023715984
eSjAFI-wdic,$10 IN PH How Much Filipino Food Can $10 Buy You?,4,-0.15842195,3.6929343
mE_u_aqJxMU,The Jeje Malls of the Philippines,4,-1.0784115,3.2456198
9eeejXbcOa4,Bistek Tagalog,4,-1.8780935,3.4248247
kxVFwfWXSSE,DOES IT UNDERSTAND FILIPINO? Why Would You Say That? GMA Actor Biboy Ramrez,4,-1.3248066,1.3988671
8Rg0U7RW1ww,How to get NBI clearance foreigners in the Philippines How to Get NBI Clearance Abroad Alsofor filipinos Fast and easy,4,-0.86357903,2.1904151
6ftiWoCJ4dM,Tommy Hilfiger,4,-1.9051015,1.9075356
H9DCKJwUnWA,My Fave Filipino Movies,4,-2.209522,2.38017
ywHn0gQQGgg,$1 $20,4,-1.1464285,1.9714594
D6WGeXeVhU4,President Has Arrived In Philippines For Gala,4,-0.3144184,3.096892
Tn5OfBoGJwE,WHAT A YUMMY DISH Pinoy,4,-0.109576985,2.2939942
lDc5m69DlKk,Canadians In Manila Its So Huge!,4,-0.63877463,3.8182726
jC86fVeUeZA,Filipino Vs Chinese RON JOSOL,4,-0.6109925,1.9581504
b2OS-bv_9ts,Foreigner tries to ride Carabao Province Life Philippines,4,-2.0274909,2.003444
