Video ID,text_cleaned,cluster,x0_Bert-CLS,x1_Bert-CLS
CUhaitHEAZE,,0,-6.4141536,-1.5952816
MovIpxxyOlo,,0,-6.4141536,-1.5952816
vrwkd3W1lD0,,0,-6.4141536,-1.5952816
6TiMvS0rE2I,,0,-6.4141536,-1.5952816
BUCANbJ9rZs,,0,-6.4141536,-1.5952816
uFJbwUDWwQ0,,0,-6.4141536,-1.5952816
4QMHfDx_LpM,,0,-6.4141536,-1.5952816
oBt--EcqJ24,,0,-6.4141536,-1.5952816
7NMm60VwNnU,,0,-6.4141536,-1.5952816
QeaR2b2l-n8,,0,-6.4141536,-1.5952816
z-HStsCLZ9g,,0,-6.4141536,-1.5952816
tLnvXS6NFaQ,,0,-6.4141536,-1.5952816
j69a0yB08gs,,0,-6.4141536,-1.5952816
4SOtYIJpO3w,,0,-6.4141536,-1.5952816
T6p-4PGf-Cw,,0,-6.4141536,-1.5952816
JyuDpnjCK_U,,0,-6.4141536,-1.5952816
3vouclvykqE,,0,-6.4141536,-1.5952816
qGwibq3JTdI,,0,-6.4141536,-1.5952816
zud0s365CNY,,0,-6.4141536,-1.5952816
naDhqgjtHp0,,0,-6.4141536,-1.5952816
HL1UJYugSA8,,0,-6.4141536,-1.5952816
HuwWfuiI30I,,0,-6.4141536,-1.5952816
bGpXVxq_7iU,,0,-6.4141536,-1.5952816
BKi1QTM3Rto,,0,-6.4141536,-1.5952816
xZBccbBIV7U,,0,-6.4141536,-1.5952816
TGZ46HAbePg,,0,-6.4141536,-1.5952816
5seK3IKQZDw,,0,-6.4141536,-1.5952816
Jw72XdBwhjQ,,0,-6.4141536,-1.5952824
K05mhgf0Lj4,,0,-6.4141536,-1.5952816
glx5sAPxdvo,,0,-6.4141536,-1.5952816
6qGkTAS3j5o,,0,-6.4141536,-1.5952816
Y8-4rbZnrIk,,0,-6.4141536,-1.5952816
S-5ZBnkdra8,,0,-6.4141536,-1.5952824
MMOR5h6gS8s,,0,-6.4141536,-1.5952816
ye9AqyZ9B84,,0,-6.4141536,-1.5952816
Fvs5JlRVEGE,,0,-6.4141536,-1.5952816
xYmlSjp22wo,,0,-6.4141536,-1.5952816
cwxu2dA5Dv4,,0,-6.4141536,-1.5952816
bj4tLSZnIqM,,0,-6.4141536,-1.5952816
Y1zJSJiK2Mk,,0,-6.4141536,-1.5952816
YLPogsvk7ew,,0,-6.4141536,-1.5952816
uBP6eCTV6ew,,0,-6.4141536,-1.5952816
_iwYr_FG9f8,,0,-6.4141536,-1.5952816
xJqJLaox2Yw,,0,-6.4141536,-1.5952816
--8n6A8Q6M0,,0,-6.4141536,-1.5952824
Dn014zuYJ8E,,0,-6.4141536,-1.5952816
A7oeGayicnc,,0,-6.4141536,-1.5952816
736HThq9YRM,,0,-6.4141536,-1.5952816
iTeW0PTPEwE,,0,-6.4141536,-1.5952816
wmCecoqwQXo,,0,-6.4141536,-1.5952816
rDwuNncdXkI,,0,-6.4141536,-1.5952816
AEp-JC1jHvw,,0,-6.4141536,-1.5952816
rL7THDp44bo,,0,-6.4141536,-1.5952816
VccHOpKy06Q,,0,-6.4141536,-1.5952816
S9q3e8AL_-0,,0,-6.4141536,-1.5952816
SqNw_SMrIQA,,0,-6.4141536,-1.5952816
hgulTvzsAHk,,0,-6.4141536,-1.5952816
jxi7MHhur20,,0,-6.4141536,-1.5952816
EUFTHTVyrEk,,0,-6.4141536,-1.5952816
FqxdJ7XPB7U,,0,-6.4141536,-1.5952816
DFbN0VZLWKQ,,0,-6.4141536,-1.5952816
77NkGBRuapw,,0,-6.4141536,-1.5952816
4RRAgEb5r7Q,,0,-6.4141536,-1.5952816
uXjQAtBEuds,,0,-6.4141536,-1.5952824
cfgd4erLBL4,,0,-6.4141536,-1.5952824
-9ACKA4sQ4U,,0,-6.4141536,-1.5952816
it4RYgwYIDg,,0,-6.4141536,-1.5952816
kWXTPmPd_gk,,0,-6.4141536,-1.5952816
B5gs2MyCiRY,,0,-6.4141536,-1.5952816
a1Pd3XPaAuE,,0,-6.4141536,-1.5952816
tMWvqEKsldQ,,0,-6.4141536,-1.5952816
WPimWiBBrVY,,0,-6.4141536,-1.5952816
KBckeRChNT4,,0,-6.4141536,-1.5952816
_jiVtXsfupo,,0,-6.4141536,-1.5952816
lDkAhaR_cyA,,0,-6.4141536,-1.5952816
vwwKin-TBRk,,0,-6.4141536,-1.5952816
eYvf1qMp5pQ,,0,-6.4141536,-1.5952816
ht-EU_RWPg0,,0,-6.4141536,-1.5952816
CfCIaFiJPBs,,0,-6.4141536,-1.5952816
TeWekX9VORg,,0,-6.4141536,-1.5952816
ZvRGNzNuUx8,,0,-6.4141536,-1.5952816
8l4FjqCF7sE,,0,-6.4141536,-1.5952816
KxyoiLVn_YU,,0,-6.4141536,-1.5952816
AYr7y-JfhN8,,0,-6.4141536,-1.5952824
w46Fslwmujo,,0,-6.4141536,-1.5952824
BZ243ndklkE,,0,-6.4141536,-1.5952816
eKPzWxJ4nKI,,0,-6.4141536,-1.5952816
53xojRfttn8,,0,-6.4141536,-1.5952816
8KIMFLiprXo,,0,-6.4141536,-1.5952816
O6efGAJXasw,,0,-6.4141536,-1.5952816
W9OyX8n8cRk,,0,-6.4141536,-1.5952816
2Ol8aJTPEl4,,0,-6.4141536,-1.5952816
whOVT9bgvg8,,0,-6.4141536,-1.5952816
iCCuWDTfYY8,,0,-6.4141536,-1.5952816
Eo4HBgsItcU,,0,-6.4141536,-1.5952816
kVfqhcWspQw,,0,-6.4141536,-1.5952816
B7Hi2gCYx0g,,0,-6.4141536,-1.5952824
AV8WgtQu6JE,,0,-6.4141536,-1.5952816
8G6-h5XFgbM,,0,-6.4141536,-1.5952816
vwIIeiOhTJ0,,0,-6.4141536,-1.5952816
4QJa07djrLY,,0,-6.4141536,-1.5952816
lQ_4IeSVUrQ,,0,-6.4141536,-1.5952816
Bta_XWrA5lA,,0,-6.4141536,-1.5952816
YUxJ-pihbXc,,0,-6.4141536,-1.5952816
-NkPxyvAqzA,,0,-6.4141536,-1.5952816
42t6Jk4JXrA,,0,-6.4141536,-1.5952816
Z2h_Jj0ahGc,,0,-6.4141536,-1.5952816
g7H5W79J3fc,,0,-6.4141536,-1.5952816
Lqznip8oO9M,,0,-6.4141536,-1.5952816
z-jA5xiynNE,,0,-6.4141536,-1.5952816
LuEFNUUXA88,,0,-6.4141536,-1.5952816
bsTb5vMw1dQ,,0,-6.4141536,-1.5952816
I6Fi22hxITM,,0,-6.4141536,-1.5952816
Z7RIYLXahfE,,0,-6.4141536,-1.5952816
MrEgR1mpbLY,,0,-6.4141536,-1.5952816
HDb52NrpSyE,,0,-6.4141536,-1.5952816
k3dilnwfcec,,0,-6.4141536,-1.5952816
NSzUsGDUYNc,,0,-6.4141536,-1.5952816
JR0jhnzM5VU,,0,-6.4141536,-1.5952816
6br0dqmMfPo,,0,-6.4141536,-1.5952816
I8q2eutBoXk,,0,-6.4141536,-1.5952816
SOAIc9ONdb4,,0,-6.4141536,-1.5952824
MU061QXgKGk,,0,-6.4141536,-1.5952824
dtzX0da4h9k,,0,-6.4141536,-1.5952816
xq6cedD4-eo,,0,-6.4141536,-1.5952816
jMLdbmElS8w,,0,-6.4141536,-1.5952816
CUlbqob5Njg,,0,-6.4141536,-1.5952816
dqB5LB7i-30,,0,-6.4141536,-1.5952816
m42_YBQeQ7w,,0,-6.4141536,-1.5952816
ata_KjyCz4M,,0,-6.4141536,-1.5952816
mBTU2jyn6yU,,0,-6.4141536,-1.5952816
09HUMZrCH3A,,0,-6.4141536,-1.5952816
Ew2DhMIdzF4,,0,-6.4141536,-1.5952816
kAsWumwTUjQ,,0,-6.4141536,-1.5952816
igSoZvr7lnw,,0,-6.4141536,-1.5952824
tYlsZMI9Ag8,,0,-6.4141536,-1.5952824
G44IUjZ1vOw,,0,-6.4141536,-1.5952816
PEYkAVCG5Ms,,0,-6.4141536,-1.5952816
cNJDwmEiie8,,0,-6.4141536,-1.5952816
23L8K7nOG_c,,0,-6.4141536,-1.5952816
coIXi26Ktk8,,0,-6.4141536,-1.5952816
l62LKcUAKgI,,0,-6.4141536,-1.5952816
SvGbt99BHEg,,0,-6.4141536,-1.5952816
Cf3Xnr120c0,,0,-6.4141536,-1.5952816
HbJirZgxrSY,,0,-6.4141536,-1.5952816
mYaLS7CmGdQ,,0,-6.4141536,-1.5952816
6Mhtr5yE-kc,,0,-6.4141536,-1.5952816
FXnVfuiMQjg,,0,-6.4141536,-1.5952816
0Cj35oMbb9Q,,0,-6.4141536,-1.5952816
YJn6kJcDDTA,,0,-6.4141536,-1.5952816
ZiyjvKUTBjA,,0,-6.4141536,-1.5952816
nJUXPpqB6VE,,0,-6.4141536,-1.5952816
6v04kR5QDOA,,0,-6.4141536,-1.5952816
_79OZZQRZN4,,0,-6.4141536,-1.5952816
AKjlkab1YRo,,0,-6.4141536,-1.5952816
PVXlBphcyYw,,0,-6.4141536,-1.5952816
JZIEfgYvQio,,0,-6.4141536,-1.5952824
zTCNb5qPw3A,,0,-6.4141536,-1.5952824
bxU3BHbt4ZY,,0,-6.4141536,-1.5952816
SH8YofIJ3zc,,0,-6.4141536,-1.5952816
pIhJ6PLKelg,,0,-6.4141536,-1.5952816
yGULu6ml0mg,,0,-6.4141536,-1.5952816
cBXHIQdKWBM,,0,-6.4141536,-1.5952816
o-I3x_-b9MA,,0,-6.4141536,-1.5952816
uy5fH4KJfgU,,0,-6.4141536,-1.5952816
zOk103o-LDg,,0,-6.4141536,-1.5952816
SW4AldBdyk8,,0,-6.4141536,-1.5952816
0O2i843tdU4,,0,-6.4141536,-1.5952816
mX9rUsrSadc,,0,-6.4141536,-1.5952816
42sibaGVjY8,,0,-6.4141536,-1.5952816
mEd-p7Qq4jQ,,0,-6.4141536,-1.5952816
IiCfEzRvUIQ,,0,-6.4141536,-1.5952816
ImeZpAX1RIA,,0,-6.4141536,-1.5952816
67n-hrCYiSI,,0,-6.4141536,-1.5952816
