VideoID,Yellow,Orange,Red,Violet,Blue,Green,Black,White,Brown
0_pTnqziRqo.jpg,0.39,2.51,1.24,21.48,0.89,0.0,23.63,1.44,48.42
1-4pxMY9rq8.jpg,0.0,0.0,0.0,7.77,6.75,0.0,42.69,0.36,42.43
1-b2aT0of_Y.jpg,0.39,2.78,0.18,10.13,0.16,0.0,60.26,1.89,24.21
1-m9KLTaeaI.jpg,1.4,4.47,0.3,9.33,2.15,5.52,37.28,9.74,29.81
12cGM8Quszs.jpg,1.82,10.79,3.17,15.64,1.22,0.0,29.15,11.27,26.94
12t-wjHSq5c.jpg,0.29,5.77,1.96,20.72,8.97,0.69,6.84,22.73,32.03
13wZEXCrprY.jpg,0.01,0.12,0.0,4.35,0.0,0.0,60.27,2.82,32.43
15O6Q7JINkE.jpg,2.21,2.09,0.0,23.1,2.33,0.0,36.89,11.97,21.41
160z2kH-pfQ.jpg,0.0,2.19,0.0,16.62,0.29,0.0,24.2,3.45,53.25
16GQKjDDrXM.jpg,0.0,12.15,0.0,56.55,3.77,0.0,10.07,3.52,13.94
17JEASUW0zI.jpg,0.01,1.01,0.0,22.89,0.0,0.0,15.11,8.25,52.73
18Iluqov9Xk.jpg,0.1,1.38,0.0,60.34,0.0,0.0,7.54,7.05,23.59
18oXZbC_RYI.jpg,0.0,1.16,0.0,29.38,4.62,0.0,16.82,21.93,26.09
196oXdYgBEs.jpg,0.0,0.72,2.01,3.25,2.41,0.0,45.17,0.57,45.87
1aZ4UYjlHEA.jpg,0.13,0.21,0.0,20.28,0.12,0.33,38.81,22.54,17.58
1C753eMNsKg.jpg,1.89,2.03,0.0,24.53,0.15,0.0,19.57,6.76,45.07
1Ccsgr9T69Q.jpg,0.07,0.17,0.0,28.16,12.62,0.0,6.22,33.11,19.65
1D9m0RkEwTg.jpg,3.33,8.22,0.0,21.42,4.88,0.0,20.25,12.38,29.52
1e0Aed3Xx2c.jpg,0.0,4.55,2.31,14.62,0.13,0.0,50.58,0.97,26.84
1FJE4khqN8c.jpg,3.14,10.94,2.12,23.83,0.76,0.0,18.02,15.64,25.55
1GHM1QQDSrI.jpg,1.89,18.06,1.19,5.64,0.84,0.0,28.74,1.31,42.33
1HEOo6a91yY.jpg,0.17,2.63,5.77,14.18,7.31,0.0,9.21,14.91,45.82
1kErCqgIVMk.jpg,0.0,0.08,0.0,29.38,13.6,0.0,15.15,9.34,32.45
1Kgct3YJoJU.jpg,0.0,4.94,0.0,26.8,0.01,0.0,10.34,9.04,48.87
1MCRXw7u1qs.jpg,7.02,3.48,0.0,11.08,10.9,5.87,25.29,8.46,27.9
1o_Zw6LbLnU.jpg,3.91,3.16,0.0,17.23,2.27,0.06,34.94,2.65,35.78
1qa9wW9Qghs.jpg,0.0,1.49,0.0,14.14,1.15,1.99,13.75,19.76,47.72
1qe4A4gGhIA.jpg,12.29,3.08,0.0,28.26,4.03,0.05,7.74,22.58,21.97
1QHRFZwKSMw.jpg,0.0,0.17,0.02,20.9,0.91,0.11,37.34,4.75,35.8
1qvAJGZYr3E.jpg,0.0,0.5,0.0,33.47,0.0,0.0,20.4,6.96,38.67
1REnqKrSTls.jpg,0.0,0.87,0.0,19.55,1.01,0.08,29.21,15.71,33.57
1rlXGI3NnTU.jpg,0.06,5.16,1.71,21.61,1.76,0.0,22.16,15.6,31.94
1Ucsm6J24Us.jpg,4.78,3.02,1.47,35.06,0.0,0.0,9.94,11.77,33.96
1yG9Kki_BNg.jpg,0.04,6.38,0.0,16.52,0.96,0.0,39.88,1.52,34.7
1YXmTTKljwk.jpg,0.0,0.41,0.04,21.09,30.66,0.04,7.97,25.1,14.69
20SwObTtOB8.jpg,0.0,1.54,0.14,5.23,0.22,0.08,68.92,1.13,22.74
227xidPFDng.jpg,0.08,2.32,1.7,23.42,0.02,0.01,25.5,4.25,42.7
23cDngtz2Mo.jpg,0.02,1.49,0.0,18.02,6.95,0.0,30.21,13.59,29.72
23GlZtU6eVY.jpg,0.0,0.0,0.0,36.09,0.3,0.01,27.29,10.41,25.9
23GYjckuz9E.jpg,2.58,2.42,1.77,5.18,0.0,0.24,29.79,2.34,55.68
23L8K7nOG_c.jpg,0.0,0.0,0.0,18.23,0.02,0.0,64.63,10.02,7.1
255FPlIIomg.jpg,2.79,4.23,0.28,35.99,0.9,0.0,20.43,12.73,22.65
27DfJdlizR8.jpg,0.0,0.07,0.0,26.39,0.33,0.0,19.23,14.01,39.97
27yofdZnH9s.jpg,0.0,1.54,0.0,22.57,0.0,0.0,33.82,2.59,39.48
28K1KJwvuBI.jpg,0.0,1.53,0.0,2.38,0.0,0.0,83.01,0.42,12.66
2cj-ZOqXn0s.jpg,3.43,1.29,2.95,36.1,0.46,0.0,27.65,11.64,16.48
2CLpCOnn-tk.jpg,0.0,6.16,0.0,28.29,0.0,0.0,8.35,9.3,47.9
2cSj4R5OqN0.jpg,0.0,2.1,0.02,27.16,0.0,0.0,13.56,18.27,38.89
2cXlM4qr8Lw.jpg,1.73,2.45,0.49,25.14,0.54,0.0,9.57,22.94,37.14
2DBEblhgaJk.jpg,0.01,1.16,1.43,13.9,5.09,20.42,23.82,4.65,29.52
2DIqmd6yQBY.jpg,0.0,0.04,0.0,11.35,0.02,2.7,31.11,18.05,36.73
2D_v3mrBmGI.jpg,3.1,7.61,2.4,18.04,3.67,0.0,25.4,12.39,27.39
2E-52BubRvM.jpg,0.92,7.31,4.95,18.19,0.0,0.07,32.23,15.75,20.58
2Emt_xXktmI.jpg,2.33,4.32,0.0,16.32,0.0,0.42,14.9,37.04,24.67
2FHnLyeuvt0.jpg,0.08,5.21,0.03,32.93,0.15,0.0,7.66,32.71,21.23
2ftG8JuMzz4.jpg,0.0,0.23,0.0,2.74,0.0,0.0,39.59,6.89,50.55
2g3Gu9cA_AU.jpg,0.0,0.0,0.0,34.58,0.0,0.0,0.05,11.14,54.23
2G4w9gH8iEs.jpg,0.0,0.74,1.21,24.02,0.27,1.12,22.64,9.96,40.04
2g63ty8ySoM.jpg,0.23,2.68,0.01,19.0,1.22,0.0,0.0,75.3,1.56
2gDO3w-Zv5Q.jpg,0.36,3.01,0.0,21.31,14.5,0.0,23.5,13.65,23.67
2GS8wQxCC9M.jpg,0.0,0.65,0.0,29.49,3.07,0.0,32.28,6.03,28.48
2HpGUdqGwdc.jpg,0.0,1.5,0.0,17.21,0.0,0.0,39.14,5.66,36.49
2IhEU5rzUOE.jpg,0.0,9.21,0.0,28.28,14.36,0.0,13.63,11.86,22.66
2iPplpNHjTQ.jpg,0.0,0.0,0.0,11.53,1.14,0.0,15.37,64.45,7.51
2JF7m9fNMBo.jpg,0.0,1.08,0.05,14.49,0.0,0.0,33.05,42.81,8.52
2j_1TomiT9Q.jpg,0.65,5.68,0.5,16.86,8.14,0.0,21.86,17.85,28.46
2l94S4_jMTY.jpg,3.99,7.11,0.93,11.48,0.39,0.0,24.26,7.43,44.41
2lXdrSXl9Io.jpg,0.16,5.57,0.0,22.7,1.11,0.0,7.31,6.71,56.44
2MJvug6QOgA.jpg,0.75,1.34,0.0,16.84,1.12,0.0,39.07,16.88,24.0
2n67uXYSG5c.jpg,0.28,2.31,0.0,18.97,0.06,0.55,8.64,7.0,62.19
2nb7W-iphsk.jpg,0.04,1.97,0.0,17.64,0.03,0.0,32.79,7.88,39.65
2ncOVB0wTtc.jpg,0.11,2.27,0.0,20.38,0.64,0.97,30.2,15.73,29.7
2Ol8aJTPEl4.jpg,0.58,8.69,1.28,51.92,1.67,0.1,4.55,12.04,19.17
2OT5Pcl4iF0.jpg,1.46,4.69,0.19,26.61,1.39,0.0,13.04,8.16,44.46
2pGWzr7QXtU.jpg,0.31,5.97,0.0,11.74,0.0,0.0,24.13,14.5,43.35
2Pn0MNwUjM0.jpg,0.0,1.86,0.0,10.19,0.08,0.0,32.38,1.71,53.78
2qgmxrekr0g.jpg,0.28,0.97,0.0,17.43,5.23,0.16,42.09,5.55,28.29
2qqc_Mx3zuI.jpg,0.18,25.86,0.0,12.94,6.66,1.99,5.53,5.11,41.73
2S4TBBvNJ7E.jpg,0.15,0.1,0.0,7.24,53.97,28.0,6.69,2.96,0.89
2sb7GzhpLBQ.jpg,0.0,0.0,0.0,13.56,0.0,0.0,38.77,5.1,42.57
2shoun41cW0.jpg,0.0,4.47,0.42,25.43,0.0,0.0,7.89,26.26,35.53
2sZh5FtJRb8.jpg,0.0,0.0,0.23,35.7,0.0,0.0,19.72,9.62,34.73
2TETrMU1Q3I.jpg,0.42,5.04,0.0,24.88,13.18,0.0,16.4,6.72,33.36
2TghJw4IZZ0.jpg,0.11,2.56,0.1,17.2,0.04,0.0,50.33,2.06,27.6
2TkGKRUcH9M.jpg,0.05,0.47,0.0,16.78,0.33,0.0,30.76,2.41,49.2
2TmagN6RhkI.jpg,0.0,2.36,0.0,24.62,0.0,0.0,21.13,30.85,21.04
2v29gYhPgkI.jpg,0.06,8.91,0.0,20.72,2.95,0.29,14.35,4.36,48.36
2w7MEv0-yMs.jpg,0.85,15.56,0.0,3.94,0.15,0.0,19.72,10.83,48.95
2xD1WA0YVUE.jpg,0.0,0.0,0.0,21.52,0.0,0.0,41.17,1.41,35.9
2xLHVJNTjn4.jpg,0.34,1.2,0.0,24.37,0.13,10.13,16.89,21.37,25.57
2xzBWVrG27M.jpg,0.11,0.51,6.18,21.92,2.58,0.0,9.4,28.19,31.11
2Y5LjRWFfkk.jpg,10.37,9.99,3.47,9.75,1.77,0.24,28.01,9.24,27.16
30f7VYKKd2s.jpg,3.35,2.41,0.37,48.74,0.82,0.0,17.58,0.37,26.36
30NXj6O44r8.jpg,0.22,12.77,4.36,14.72,4.77,0.0,17.1,4.31,41.75
32nRdJOPP-4.jpg,0.01,2.36,0.0,8.12,5.07,0.01,14.29,7.64,62.5
33Q14vlsZqo.jpg,0.0,0.0,0.0,14.38,8.42,0.0,31.84,4.81,40.55
34VMEMaI3vw.jpg,0.08,1.39,0.37,18.01,0.92,0.0,23.45,16.33,39.45
35THbgakNBk.jpg,2.14,7.98,0.0,9.66,1.81,0.0,28.4,6.89,43.12
37rYKJfsYmo.jpg,0.04,1.27,2.78,26.89,1.02,0.0,10.29,29.02,28.69
39s28fwxQfM.jpg,1.56,9.22,4.01,18.4,5.36,0.0,26.78,14.63,20.04
3B3unElpNwQ.jpg,1.91,8.65,0.0,34.05,0.0,0.0,9.42,22.91,23.06
3b6lSIIqnUs.jpg,0.0,0.02,0.0,2.47,4.51,0.0,44.16,0.17,48.67
3bZp6Tauo5c.jpg,0.0,11.51,3.76,9.17,53.2,0.0,9.13,0.88,12.35
3DJpy-yikrc.jpg,0.0,4.28,6.28,32.56,0.15,0.0,6.84,14.04,35.85
3DUQ5TCoQyk.jpg,0.08,6.05,0.0,40.39,1.15,0.0,14.64,4.01,33.68
3eWmsTsgWkQ.jpg,0.33,2.2,0.47,15.93,0.66,0.0,35.63,6.39,38.39
3F0lW3HehjE.jpg,3.47,21.28,0.0,4.75,0.0,0.48,12.36,6.57,51.09
3fPIsGv3eik.jpg,1.71,17.86,0.66,13.88,18.68,0.0,3.39,14.69,29.13
3GfHcEvWfIo.jpg,4.69,1.94,4.12,12.67,4.75,0.0,28.85,3.41,39.57
3GkauoR2xgE.jpg,0.0,0.42,0.0,26.91,0.07,0.0,17.52,21.7,33.38
3gXTOa6Zskw.jpg,0.32,16.72,0.0,2.74,3.43,0.0,18.45,4.96,53.38
3hc7N_uOHdw.jpg,1.46,7.27,5.73,10.36,6.27,0.0,25.94,16.71,26.26
3kftPeWMvLk.jpg,0.01,1.82,0.11,40.1,0.59,0.0,5.77,30.67,20.93
3ksZkJHTlOc.jpg,0.0,0.07,0.07,7.75,2.82,0.0,55.73,1.61,31.95
3Lz2ntvDBFQ.jpg,0.02,5.77,0.08,25.06,7.26,0.0,17.59,4.06,40.16
3n1nspLgfd4.jpg,0.04,0.55,0.0,24.13,0.19,0.01,13.63,15.2,46.25
3NHSsHi3h0M.jpg,0.0,0.06,0.0,26.74,1.12,0.0,22.24,20.68,29.16
3oTOIi8ysLo.jpg,0.18,3.95,0.01,30.54,0.36,0.0,26.45,1.93,36.58
3PKGOy6PoiQ.jpg,0.0,0.0,0.0,30.79,17.71,0.0,25.63,12.16,13.71
3QFkmOO9Tl8.jpg,0.02,2.75,0.16,17.14,0.67,0.06,13.92,15.9,49.38
3Qfr55KRGgE.jpg,0.4,1.39,0.29,32.51,11.96,0.0,9.72,19.18,24.55
3rKffuFJYNk.jpg,0.61,5.56,1.26,29.66,0.88,0.74,15.9,20.13,25.26
3rRNKYvoDsQ.jpg,0.02,3.69,0.0,20.88,7.85,0.0,19.55,4.75,43.26
3sNSRgq-4l8.jpg,1.1,3.49,0.0,15.95,0.0,0.0,16.01,5.05,58.4
3sVrbsvXWQ0.jpg,0.01,1.58,0.0,17.79,0.91,0.0,19.38,8.42,51.91
3tdQO7zvmcA.jpg,0.12,0.56,3.38,38.13,1.35,0.0,11.05,6.79,38.62
3TxugOC8su0.jpg,0.93,2.75,0.0,37.65,0.06,0.03,8.87,10.03,39.68
3uEH8rj5cw8.jpg,0.01,0.91,0.0,10.48,0.89,0.0,28.89,4.38,54.44
3UI99FyrUc4.jpg,3.82,8.95,3.43,14.33,1.74,0.02,31.79,3.05,32.87
3uOf_FMbW54.jpg,0.0,4.25,0.04,15.68,0.01,0.0,27.94,40.77,11.31
3uSIf529AOg.jpg,0.72,11.41,3.86,20.61,0.48,0.0,17.54,16.75,28.63
3vouclvykqE.jpg,0.0,0.05,0.0,13.2,1.84,0.32,41.37,11.56,31.66
3wP6uF6KEU4.jpg,0.45,0.27,0.0,55.97,2.65,0.0,13.83,9.28,17.55
3x5rJk4R4gE.jpg,0.11,0.44,0.0,19.42,0.18,0.0,3.99,52.59,23.27
3xy9jS1KwvY.jpg,0.03,1.7,0.03,24.49,2.93,2.98,11.94,13.66,42.24
3y0EwY-WGBQ.jpg,0.73,15.34,0.03,17.8,0.91,0.58,16.32,31.16,17.13
3_ms_C3ElA0.jpg,0.0,0.37,0.0,27.48,0.0,0.0,30.56,9.7,31.89
401ZvQ11euA.jpg,0.0,0.23,2.0,14.4,40.07,0.0,9.84,18.0,15.46
41WyfyapTw0.jpg,0.0,0.05,3.3,10.1,19.85,0.0,34.1,9.09,23.51
42sibaGVjY8.jpg,0.02,0.92,0.4,31.87,0.49,2.24,20.82,4.63,38.61
42t6Jk4JXrA.jpg,8.53,1.63,0.0,17.4,0.05,1.33,21.72,19.54,29.8
43SNx2y2Zt0.jpg,0.07,0.03,0.0,15.86,10.77,0.01,28.64,3.83,40.79
45j2p4FEI_o.jpg,0.0,0.1,6.37,29.38,0.0,0.0,14.1,18.56,31.49
45MuxKYi-t0.jpg,0.14,1.73,0.71,24.45,0.13,0.0,18.29,14.88,39.67
45nukMR5A_c.jpg,0.0,0.62,0.0,22.03,2.29,0.41,23.28,21.59,29.78
479RSxJ3Ml4.jpg,4.52,8.28,0.62,23.73,1.36,0.0,13.84,19.12,28.53
49-rTbR5bss.jpg,0.07,0.06,0.76,31.24,1.82,0.0,14.75,21.91,29.39
4cCKve0dl3Y.jpg,0.0,5.39,0.0,19.97,0.0,0.0,23.51,7.94,43.19
4CIjiNM_p6M.jpg,0.0,0.73,0.01,5.35,0.0,0.0,56.95,9.11,27.85
4DEqwJI-vdg.jpg,6.02,6.2,1.94,22.38,0.05,0.0,9.44,14.36,39.61
4Fge8RG2zYU.jpg,0.0,1.05,0.0,16.82,6.15,20.4,26.23,7.19,22.16
4gZVxxSeAn0.jpg,0.0,1.37,0.0,9.53,0.0,9.35,55.6,8.23,15.92
4JyhBkXMymo.jpg,0.0,1.58,0.0,22.9,0.0,0.0,24.32,7.29,43.91
4j_8rEyYEXw.jpg,0.0,1.6,0.0,35.78,0.0,0.0,14.06,29.36,19.2
4kXOQ2NOkxY.jpg,0.0,0.0,4.87,21.31,0.0,0.0,13.97,3.78,56.07
4l2eIDF9HZA.jpg,3.11,10.8,0.0,24.08,0.0,0.0,13.11,12.61,36.29
4OiOwDh5lKE.jpg,0.03,0.13,0.0,35.32,19.22,1.67,6.01,20.14,17.48
4OSt6WQ2K8A.jpg,1.41,3.68,0.34,20.06,15.97,0.06,11.54,28.37,18.57
4OTAXBjCb10.jpg,0.0,0.01,0.0,41.51,0.01,0.0,19.75,12.44,26.28
4OzEgHVD5PA.jpg,0.0,22.82,1.52,6.28,0.0,0.0,13.01,3.87,52.5
4QJa07djrLY.jpg,0.12,0.65,0.0,22.58,0.99,0.0,9.75,5.99,59.92
4QMHfDx_LpM.jpg,0.0,0.11,0.0,19.48,0.0,0.0,47.64,16.1,16.67
4RRAgEb5r7Q.jpg,0.0,16.78,0.0,2.34,0.0,0.0,17.0,6.34,57.54
4SOtYIJpO3w.jpg,0.0,0.35,0.0,23.84,2.4,0.0,34.86,4.57,33.98
4TcUHcCj6To.jpg,0.0,3.02,0.0,3.02,0.0,0.0,63.67,15.03,15.26
4tDgX4VizyU.jpg,0.0,0.0,0.0,27.03,0.0,0.0,17.71,2.65,52.61
4uooe-9JKLI.jpg,2.88,9.57,0.19,21.12,1.13,1.58,19.6,10.77,33.16
4WQ17A_DBWs.jpg,0.07,0.2,0.0,17.9,1.08,0.35,18.54,8.22,53.64
4wY_xiZrl1I.jpg,0.04,2.21,0.0,26.09,1.78,0.0,10.15,22.72,37.01
4YxAhOFHLxs.jpg,6.27,28.31,0.84,7.01,1.83,3.34,15.11,5.22,32.07
4ZlCwZj90Jk.jpg,0.05,5.51,0.18,13.23,2.55,10.53,17.16,18.97,31.82
4zzhCbQE5iQ.jpg,0.07,3.49,0.0,18.32,0.0,0.09,4.97,2.62,70.44
5-9kuktuMAY.jpg,0.15,2.22,0.0,21.33,0.0,0.07,26.77,18.0,31.46
5-DQpJj2j9s.jpg,0.09,3.64,1.69,16.18,10.57,0.0,14.78,32.08,20.97
5-nceCopalU.jpg,4.35,2.95,0.0,16.5,17.84,7.32,20.64,11.57,18.83
50pNiKZZwUM.jpg,0.01,2.43,0.52,8.12,5.82,0.71,21.53,6.81,54.05
51WJrV0aKPs.jpg,0.0,2.56,0.0,30.11,0.92,0.0,13.06,4.74,48.61
53xojRfttn8.jpg,0.8,5.58,0.0,12.58,0.0,0.0,25.64,8.59,46.81
543Un3Rjabg.jpg,0.0,0.92,0.0,22.88,3.85,0.0,17.43,5.75,49.17
56_MEV8ClLg.jpg,0.19,2.69,0.0,15.53,3.2,0.0,17.65,4.51,56.23
57TY0y5zpe0.jpg,1.93,5.56,0.33,24.34,0.33,0.0,17.97,2.73,46.81
58UzixzNCh4.jpg,0.0,0.14,0.0,6.46,13.51,0.0,37.15,9.17,33.57
59ruWusoMsY.jpg,0.0,0.0,0.0,5.23,0.0,0.07,53.11,4.84,36.75
5ABdJMdZX_s.jpg,0.0,5.24,0.0,8.08,1.38,0.05,38.17,4.18,42.9
5AxdLyBlvhw.jpg,0.08,0.76,0.0,26.34,12.58,0.0,32.69,8.14,19.41
5bnWQLbGuKc.jpg,0.01,0.98,0.0,9.34,5.79,20.39,26.05,1.45,35.99
5coE3hlNJ3I.jpg,7.79,4.33,0.19,5.42,1.22,0.32,48.27,2.59,29.87
5d7EYahP4Bg.jpg,0.0,0.35,0.31,7.7,0.6,0.01,45.88,2.14,43.01
5dOG_pW1mk8.jpg,0.07,16.74,0.0,20.63,0.0,0.03,10.47,17.27,34.79
5eoPZMtIUBw.jpg,0.84,1.31,0.8,9.02,0.56,1.75,18.31,3.4,64.01
5gwTgaGCyYE.jpg,7.14,1.45,0.0,18.88,0.91,0.0,18.88,16.19,36.55
5JAvzI-ZP14.jpg,0.0,0.34,0.04,29.79,0.0,0.0,12.25,37.15,20.43
5Khf5QBf0ss.jpg,0.0,0.0,0.0,32.72,3.96,0.0,17.51,15.85,29.96
5Kiy94DYJk0.jpg,0.23,0.89,0.46,23.23,3.6,3.23,23.22,23.09,22.05
5KQH4Xvco4c.jpg,6.19,2.05,2.28,6.61,3.31,2.51,24.85,7.05,45.15
5l0FJ_t4NQo.jpg,0.0,0.0,3.22,25.36,0.0,0.0,20.46,6.88,44.08
5LW1VDVgr6k.jpg,8.26,3.3,0.28,13.85,1.13,0.0,23.02,20.38,29.78
5mlZPHOKh60.jpg,0.0,6.34,0.0,15.89,1.11,1.86,17.54,7.17,50.09
5N6hNyg43IY.jpg,0.0,0.0,0.02,8.58,0.08,0.0,78.97,1.09,11.26
5OsH70IAD1A.jpg,0.0,6.05,4.72,21.48,0.01,0.0,17.22,24.95,25.57
5oZQfIs_-8s.jpg,0.0,4.3,0.0,10.61,0.0,0.0,43.34,18.96,22.79
5PT1wLx87UE.jpg,0.34,0.61,0.0,18.13,0.0,0.0,28.99,18.32,33.61
