VideoID,Yellow,Orange,Red,Violet,Blue,Green,Black,White,Brown,Cluster
5gwTgaGCyYE.jpg,7.14,1.45,0.0,18.88,0.91,0.0,18.88,16.19,36.55,8
5JAvzI-ZP14.jpg,0.0,0.34,0.04,29.79,0.0,0.0,12.25,37.15,20.43,2
5Khf5QBf0ss.jpg,0.0,0.0,0.0,32.72,3.96,0.0,17.51,15.85,29.96,7
5Kiy94DYJk0.jpg,0.23,0.89,0.46,23.23,3.6,3.23,23.22,23.09,22.05,2
5KQH4Xvco4c.jpg,6.19,2.05,2.28,6.61,3.31,2.51,24.85,7.05,45.15,8
5l0FJ_t4NQo.jpg,0.0,0.0,3.22,25.36,0.0,0.0,20.46,6.88,44.08,1
5LW1VDVgr6k.jpg,8.26,3.3,0.28,13.85,1.13,0.0,23.02,20.38,29.78,8
5mlZPHOKh60.jpg,0.0,6.34,0.0,15.89,1.11,1.86,17.54,7.17,50.09,1
5N6hNyg43IY.jpg,0.0,0.0,0.02,8.58,0.08,0.0,78.97,1.09,11.26,6
5OsH70IAD1A.jpg,0.0,6.05,4.72,21.48,0.01,0.0,17.22,24.95,25.57,2
5oZQfIs_-8s.jpg,0.0,4.3,0.0,10.61,0.0,0.0,43.34,18.96,22.79,6
5PT1wLx87UE.jpg,0.34,0.61,0.0,18.13,0.0,0.0,28.99,18.32,33.61,1
5Puy1Px2YYc.jpg,0.93,0.54,0.0,25.44,0.18,0.0,7.87,7.51,57.53,1
5rRwJuCdNDo.jpg,2.05,1.92,0.2,19.08,0.4,0.0,32.89,13.4,30.06,1
5seK3IKQZDw.jpg,0.0,1.04,0.0,0.18,0.0,0.24,91.9,0.0,6.64,6
5ux5BrTZwXM.jpg,0.0,3.02,0.0,18.75,0.42,0.0,23.01,6.01,48.79,1
5VXiVRQIFLs.jpg,0.0,0.0,0.0,25.22,0.0,0.0,17.19,4.53,53.06,1
5wuUNfOBBjc.jpg,0.06,2.28,0.0,27.17,0.58,0.0,26.87,6.98,36.06,7
5XCy01h0N3w.jpg,0.27,2.44,0.0,24.81,0.89,0.0,23.65,13.91,34.03,7
5xiTu6aUkQE.jpg,0.12,18.83,0.97,6.19,0.0,0.0,19.32,5.38,49.19,0
5xjSpw04q8k.jpg,0.06,0.0,0.0,13.99,0.5,0.0,33.99,11.02,40.44,1
5xVeZrpVzow.jpg,4.51,3.52,0.0,12.96,0.2,0.15,20.59,11.18,46.89,1
60RF_6NQQu8.jpg,0.01,0.41,0.42,27.78,0.71,0.0,14.83,34.71,21.13,2
61AVQo4qIYg.jpg,0.0,0.02,0.0,50.81,3.86,0.02,25.24,2.21,17.84,7
62WGyHcb8So.jpg,0.27,3.91,1.85,7.04,1.87,0.0,33.74,5.15,46.17,1
675kMpNG0L8.jpg,0.0,0.0,0.17,38.89,0.0,0.0,19.94,10.74,30.26,7
67n-hrCYiSI.jpg,0.0,0.63,0.0,57.32,0.0,0.0,11.38,0.52,30.15,7
69CZQlrfkkU.jpg,0.05,0.45,2.39,31.29,2.56,0.0,12.45,20.24,30.57,7
6br0dqmMfPo.jpg,0.0,0.31,0.0,34.69,0.0,0.0,16.14,21.89,26.97,7
6BZm8EvZXpQ.jpg,0.06,2.15,0.69,15.85,1.72,0.0,30.87,30.87,17.79,2
6BzWXEy4t14.jpg,0.0,0.11,0.0,9.09,0.04,0.04,58.06,1.01,31.65,6
6fnKelBiaDk.jpg,0.7,3.04,1.58,22.9,1.2,0.0,24.05,14.67,31.86,7
6ftiWoCJ4dM.jpg,0.0,0.05,0.0,15.11,0.0,0.0,31.27,14.68,38.89,1
6gCEl31uiE8.jpg,0.0,11.14,0.0,18.3,0.0,0.0,3.64,44.34,22.58,2
6hIu5oIB9n0.jpg,2.44,7.69,0.0,16.27,0.69,0.0,25.12,3.32,44.47,1
6jS9lvibXVU.jpg,0.14,7.38,0.0,32.65,4.2,0.0,10.59,16.37,28.67,7
6k6bjBniE4Q.jpg,1.95,3.16,0.0,17.78,0.25,0.0,12.56,12.84,51.46,1
6kgyyJxRWTU.jpg,0.0,1.07,0.0,22.34,19.73,0.0,14.06,32.19,10.61,3
6Ko-j7nzMHg.jpg,0.07,4.93,0.9,24.37,1.83,1.46,8.1,12.79,45.55,1
6lZVXJlqN7s.jpg,0.08,1.02,0.2,24.18,2.08,0.44,12.74,17.78,41.48,1
6m57KaHerG0.jpg,0.0,0.01,0.0,34.94,0.07,2.1,4.31,40.05,18.52,2
6MGjjWLbhD0.jpg,27.8,2.97,1.26,20.06,0.0,0.0,14.91,4.65,28.35,8
6Mhtr5yE-kc.jpg,0.02,0.89,0.04,31.95,0.34,0.0,14.28,15.33,37.15,7
6n2REq_FiWM.jpg,1.3,8.34,0.25,22.19,3.14,0.51,8.99,19.78,35.5,0
6ndkOSiGOe4.jpg,0.03,7.76,0.02,13.08,0.07,0.0,28.06,13.02,37.96,1
6p6ZYZ4vHE4.jpg,0.0,0.84,0.0,29.04,18.05,0.0,25.56,11.8,14.71,3
6PgoxhEjKS0.jpg,0.06,0.51,0.0,17.0,0.0,0.0,34.67,13.04,34.72,1
6qGkTAS3j5o.jpg,0.0,0.02,0.0,28.74,0.0,0.18,31.42,25.12,14.52,2
6sECozSy7FY.jpg,0.0,5.3,0.0,20.68,1.01,0.0,16.79,4.44,51.78,1
6SqnPdh85fw.jpg,0.25,1.59,0.0,23.65,0.46,0.0,37.69,4.75,31.61,1
6tHy-Kie0GY.jpg,1.14,4.77,0.88,42.63,0.36,1.18,4.64,29.09,15.31,2
6TiMvS0rE2I.jpg,0.0,0.02,0.15,11.36,0.0,0.0,49.85,17.15,21.47,6
6TiRTK7dfXw.jpg,1.57,1.35,0.69,19.73,1.14,0.0,45.41,2.6,27.51,6
6um6YczI0qk.jpg,0.0,0.34,0.05,21.69,20.23,0.17,15.61,7.41,34.5,3
6v04kR5QDOA.jpg,0.0,3.52,0.0,17.41,31.72,0.86,7.63,8.5,30.36,3
6VBPJGD2d7w.jpg,4.16,3.55,0.14,38.54,0.0,0.57,17.86,16.81,18.37,7
6VzkSdMg1tM.jpg,0.73,4.87,5.43,26.04,3.82,0.92,11.99,16.84,29.36,7
6wA8OMptkio.jpg,1.81,1.69,0.0,10.94,1.05,0.0,27.16,4.68,52.67,1
6XyGH06X2aY.jpg,0.0,1.88,0.0,41.18,0.0,0.0,6.05,24.97,25.92,7
6Y1r34RBXpk.jpg,0.01,7.6,0.41,10.97,0.31,0.4,29.59,2.04,48.67,1
6ZxnCsOKDww.jpg,0.05,0.19,0.44,10.6,0.7,0.0,6.92,20.23,60.87,1
71BQ4YNhVxA.jpg,0.15,1.35,11.19,28.24,3.12,0.11,17.77,3.91,34.16,4
72FTaFoM3Dk.jpg,0.0,0.0,0.0,27.73,0.0,0.0,19.5,0.15,52.62,1
736HThq9YRM.jpg,7.22,24.89,0.01,7.02,0.0,0.0,11.83,13.28,35.75,0
74Fz4onYqGY.jpg,2.56,3.79,0.92,23.01,12.66,0.04,15.48,5.51,36.03,1
770rppR5wRM.jpg,0.18,0.8,0.0,18.66,0.0,0.52,42.32,5.95,31.57,6
77jBJ2oe7e0.jpg,0.0,1.66,0.0,52.06,0.24,0.0,10.14,11.46,24.44,7
77NkGBRuapw.jpg,0.0,0.6,0.0,12.47,0.55,0.0,17.74,2.49,66.15,1
79p57XNf8Os.jpg,2.75,2.9,3.98,25.48,0.52,0.0,11.73,29.95,22.69,2
7Bd3IWiuVgE.jpg,0.01,1.91,0.0,32.89,0.2,0.0,21.79,16.38,26.82,7
7BE8xhIVNbs.jpg,0.0,1.94,0.0,27.86,0.22,0.0,14.89,9.44,45.65,1
7DbQ0qmSrIc.jpg,0.0,0.34,3.79,42.17,2.25,0.0,24.48,7.69,19.28,7
7DkmB-btFfY.jpg,0.02,13.84,0.12,19.71,0.0,0.0,18.88,8.69,38.74,0
7Ea4f1TT9r4.jpg,0.2,0.03,0.0,17.12,1.89,0.0,32.13,12.75,35.88,1
7G38mOd4or8.jpg,0.12,4.69,1.34,34.68,8.09,0.12,9.36,15.39,26.21,7
7HmaEa1cRWk.jpg,3.55,1.77,0.0,49.86,1.98,0.04,11.79,4.8,26.21,7
7i9At3fld3Q.jpg,1.96,3.56,0.0,31.18,6.27,1.08,1.77,39.1,15.08,2
7jDrzdX2Ucc.jpg,0.0,0.98,0.39,23.36,0.0,0.0,10.62,33.76,30.89,2
7kE0sj0R8mE.jpg,0.12,10.43,0.0,18.06,0.69,0.0,20.39,6.54,43.77,1
7ltfXT5hdRQ.jpg,0.0,1.78,0.0,33.38,9.34,0.0,21.97,6.43,27.1,7
7MPbFfQlXkI.jpg,6.15,9.15,0.0,12.5,0.9,7.08,11.39,4.71,48.12,5
7mvvufB7rlQ.jpg,0.12,0.02,0.0,29.9,2.21,0.0,19.6,34.93,13.22,2
7ngJLi9cgYs.jpg,4.29,4.29,0.0,19.43,0.01,0.0,23.54,15.25,33.19,1
7NMm60VwNnU.jpg,0.03,9.17,0.0,13.61,0.0,0.0,11.42,27.24,38.53,0
7ObTYEQRcBs.jpg,0.0,2.47,0.0,17.46,0.0,0.0,23.82,11.02,45.23,1
7OnrK3EmFa4.jpg,0.0,0.88,1.46,31.46,1.17,0.0,12.47,19.33,33.23,7
7pD0XOWc5nU.jpg,0.0,0.0,0.0,28.47,0.08,0.0,37.89,9.29,24.27,7
7RJu-I7FndQ.jpg,0.11,0.71,7.52,25.12,2.3,0.15,21.38,8.1,34.61,7
7rNoNprvS4U.jpg,0.14,1.35,7.61,9.74,8.79,1.11,11.53,13.89,45.84,1
7Sp71mIqyfM.jpg,0.29,25.47,0.0,9.81,0.0,0.0,13.96,4.59,45.88,0
7Ud67OkzpQs.jpg,0.01,2.5,0.0,24.2,0.24,0.0,14.24,8.59,50.22,1
7VN3Ck1ZGEs.jpg,4.14,3.3,0.0,23.27,15.64,7.05,20.0,10.44,16.16,5
7WCTTAGYN5Y.jpg,0.75,20.47,0.42,13.76,0.0,0.28,2.27,27.38,34.67,0
7WQdBSWfixI.jpg,0.11,3.12,0.0,13.92,0.03,0.5,12.6,24.26,45.46,1
7WsksXmb3CQ.jpg,0.0,0.09,3.72,18.48,0.17,0.0,13.41,7.66,56.47,1
7XPHGhEZF2A.jpg,1.24,2.78,1.65,33.58,1.6,0.0,19.65,14.98,24.52,7
7Y7ZcQgXMSA.jpg,0.05,2.5,0.01,17.39,0.0,0.0,13.9,40.26,25.89,2
7yEFkxss_i8.jpg,0.0,0.0,0.13,15.03,0.0,0.0,3.47,75.25,6.12,2
7YUERW_rvzI.jpg,0.0,3.97,4.69,23.87,0.05,0.0,23.13,7.84,36.45,1
7zaMbzqj8AI.jpg,0.05,5.31,0.12,20.17,2.55,0.0,17.23,18.68,35.89,1
7ZK_w2w9obo.jpg,0.02,0.46,1.81,17.12,0.08,0.0,24.53,23.68,32.3,2
7zNSjbWBo90.jpg,0.02,7.23,0.0,12.45,0.0,0.0,6.53,36.56,37.21,2
7_hNGE5sn-g.jpg,0.08,0.24,0.02,24.23,4.12,0.0,26.47,3.56,41.28,1
80oICq8QAew.jpg,0.0,0.34,0.0,6.0,0.0,0.0,31.64,14.43,47.59,1
82dNxf_pWFE.jpg,0.0,3.07,0.0,31.65,0.02,0.0,11.32,3.52,50.42,1
82iwdUjVZMc.jpg,0.36,6.13,0.27,19.36,1.55,0.0,16.36,25.9,30.07,2
84fQk0qUAsQ.jpg,0.01,0.16,0.0,22.77,1.12,0.28,31.36,2.77,41.53,1
84zd0pIlcXo.jpg,0.23,6.54,2.23,19.02,0.99,0.0,30.84,10.66,29.49,1
86gs985X5tU.jpg,0.45,7.18,0.0,5.35,1.23,0.0,54.02,2.42,29.35,6
86ZDNvmGZC8.jpg,0.71,10.62,1.21,7.98,0.52,0.0,59.16,1.6,18.2,6
87If-Q2pJWQ.jpg,0.01,6.04,0.24,22.53,0.78,0.0,19.45,12.29,38.66,1
87q34iZbUXM.jpg,0.2,1.2,0.0,41.4,3.7,0.0,20.86,2.99,29.65,7
8a1Hsah_yuA.jpg,0.0,4.47,0.0,29.39,0.0,0.0,3.57,13.25,49.32,7
8AoRrFwRcZc.jpg,0.03,0.37,0.0,21.52,6.96,0.0,26.01,6.69,38.42,1
8baHlJrFQ4w.jpg,0.11,0.56,0.02,18.53,5.52,0.87,30.98,10.04,33.37,1
8d8tfV1uBn4.jpg,0.0,18.28,1.06,9.84,0.0,0.0,6.19,5.83,58.8,0
8DMKzuGsBao.jpg,0.46,17.44,0.95,18.94,0.0,0.77,9.31,14.96,37.17,0
8f0-OcYW5zA.jpg,0.04,1.58,0.0,21.65,2.77,7.92,20.31,16.73,29.0,5
8G6-h5XFgbM.jpg,0.14,7.2,9.09,27.72,0.76,8.91,6.67,19.45,20.06,5
8HG8lmI2Dyg.jpg,1.27,4.74,0.0,12.08,0.58,0.0,20.13,7.0,54.2,1
8kcD3vk12AY.jpg,0.01,0.46,0.0,16.29,6.03,10.44,31.86,6.35,28.56,5
8KIMFLiprXo.jpg,0.06,0.77,0.0,19.32,1.85,0.0,33.79,7.0,37.21,1
8KkXk5XEZgY.jpg,7.43,7.07,0.14,18.79,0.44,0.0,21.85,7.25,37.03,8
8l4FjqCF7sE.jpg,0.0,0.0,0.0,32.61,0.0,0.0,8.37,11.81,47.21,7
8M5VTBEQGso.jpg,10.63,2.65,0.0,14.47,2.95,0.0,24.8,6.39,38.11,8
8mPk9KW_5XE.jpg,1.16,0.98,1.51,21.55,0.0,0.3,9.23,31.15,34.12,2
8nYDDMN3JlA.jpg,0.0,0.0,0.0,10.32,0.99,0.25,49.56,9.48,29.4,6
8P9QdIHT3sk.jpg,0.08,15.73,0.16,20.85,0.45,0.0,10.78,8.39,43.56,0
8qCqpy2emLk.jpg,0.11,4.66,0.0,25.32,0.29,0.0,14.93,0.87,53.82,1
8QhrjzWjbGE.jpg,0.0,3.78,0.0,25.69,2.0,0.0,5.4,28.84,34.29,2
8Rg0U7RW1ww.jpg,3.29,2.13,0.05,26.83,0.55,1.7,22.39,11.55,31.51,7
8shGtApcXNU.jpg,9.95,2.03,0.0,10.12,0.0,0.0,48.88,8.65,20.37,8
8sXHEs-bfi8.jpg,7.9,3.23,0.0,14.62,15.26,5.77,20.34,6.15,26.73,8
8Uc8HZrTqr0.jpg,7.59,4.31,0.0,11.81,0.22,0.21,45.7,2.81,27.35,8
8UQB5t_euOI.jpg,0.1,7.18,0.0,20.03,6.46,0.0,10.99,6.55,48.69,1
8w-X-NU-p9U.jpg,0.0,0.11,0.0,30.9,5.74,0.0,10.27,23.54,29.44,7
8WdK8j3Cndw.jpg,0.34,16.74,0.0,7.47,3.73,0.0,16.27,6.55,48.9,0
8WOHRXf1sj0.jpg,0.86,12.28,6.14,15.46,5.62,0.1,26.76,15.21,17.57,0
8XMh30agFpk.jpg,0.73,4.77,0.59,12.78,1.12,0.32,29.0,8.48,42.21,1
8X_d-IVydP4.jpg,0.0,0.0,0.0,55.2,0.14,0.0,13.56,8.02,23.08,7
8zDbtAfmokY.jpg,2.1,29.78,0.2,5.15,0.0,0.13,3.37,7.43,51.84,0
8Zw4O3ZXdfQ.jpg,0.85,2.44,0.0,26.01,1.23,15.45,7.19,10.56,36.27,5
8_A_aV_PjYE.jpg,1.91,6.2,0.0,9.59,26.52,0.0,5.46,23.94,26.38,3
8_wGkSYK3Yk.jpg,2.07,2.76,0.5,28.31,2.67,0.0,26.77,8.23,28.69,7
92rUJQFLbnI.jpg,2.89,6.26,5.47,15.28,1.49,0.0,18.27,6.13,44.21,1
95xSTaZ6d70.jpg,0.03,1.68,0.39,18.77,3.82,0.0,19.57,23.1,32.64,2
9BH-FsQS_Y8.jpg,2.81,2.41,0.96,15.6,0.0,0.0,47.08,3.99,27.15,6
9BIzz1Fqhgk.jpg,4.36,12.88,0.07,38.75,0.0,0.0,9.28,8.85,25.81,7
9bW4p2CvkNY.jpg,0.27,0.2,0.95,24.81,2.07,0.0,17.42,24.5,29.78,2
9cd2ILefikA.jpg,0.11,0.78,0.09,16.54,0.41,0.02,41.32,10.09,30.64,6
9dUzCi1YGQ4.jpg,0.0,1.28,0.0,14.03,6.58,0.0,40.22,4.12,33.77,6
9E0_8KPvOt0.jpg,0.0,67.5,0.0,17.56,0.0,0.0,0.07,2.11,12.76,0
9eeejXbcOa4.jpg,0.0,2.11,0.0,16.41,0.44,0.0,26.27,20.74,34.03,1
9fKsaaUZgbs.jpg,0.0,0.0,0.0,8.51,0.0,0.0,63.74,11.15,16.6,6
9ge3G_sWFlw.jpg,3.87,2.56,0.13,28.14,4.78,0.0,0.65,49.81,10.06,2
9iinyVgYTu8.jpg,5.52,2.74,3.29,19.08,2.24,0.0,12.59,27.75,26.79,2
9IiRJUesFNk.jpg,0.08,1.7,0.0,6.85,0.24,1.49,41.94,5.97,41.73,6
9jTY_F3I8OI.jpg,2.58,14.01,2.31,23.38,0.56,0.0,18.07,7.87,31.22,0
9kHEGh0S2E4.jpg,0.12,0.69,0.0,17.5,9.47,0.0,26.25,4.99,40.98,1
9LnHXmnWMZ8.jpg,0.0,0.0,0.0,14.46,22.95,0.0,39.89,0.78,21.92,3
9nbuNLU2S-U.jpg,0.04,2.28,8.5,18.07,0.0,0.0,35.92,8.97,26.22,4
9pyrNSKb16Y.jpg,1.38,15.14,0.53,14.64,3.88,0.67,26.39,13.99,23.38,0
9Q5NLLmgCFw.jpg,0.0,0.86,0.0,19.21,0.0,0.0,25.16,13.11,41.66,1
9Qlof7jPQpg.jpg,0.02,4.35,0.0,14.23,3.39,0.07,21.22,4.99,51.73,1
9sAZ50a_l5M.jpg,2.28,2.4,0.0,9.77,1.15,0.0,27.14,2.61,54.65,1
9t6PWAbylh4.jpg,0.0,2.2,0.32,21.61,0.0,0.42,25.04,1.31,49.1,1
9t7JItsq3as.jpg,0.08,10.85,0.0,33.72,5.54,0.0,5.63,7.24,36.94,7
9VHlFHJOoF8.jpg,3.07,5.74,0.25,23.35,0.41,0.0,20.82,4.61,41.75,1
9vYMByRngU8.jpg,13.78,14.58,0.0,11.72,0.0,0.0,15.79,9.29,34.84,8
9XZDbjG2Hf8.jpg,0.24,1.7,0.0,11.07,0.64,0.0,44.86,14.07,27.42,6
9zoaiIkFwiI.jpg,0.0,2.1,0.11,22.24,0.0,0.0,26.72,26.22,22.61,2
9_7UvrHiy6k.jpg,0.59,6.77,0.0,23.46,6.66,0.43,17.27,19.25,25.57,7
9_Iu3w6DVyQ.jpg,0.01,5.91,0.0,36.04,0.86,0.0,20.09,7.94,29.15,7
A-qi6EZGJgM.jpg,0.0,11.49,0.0,10.93,0.0,0.0,19.27,11.96,46.35,0
A07-gmV4Mos.jpg,3.34,4.67,0.0,21.36,1.73,0.0,13.98,21.01,33.91,7
A08KjPeqgl4.jpg,10.41,5.52,0.06,20.52,4.12,0.01,17.43,6.36,35.57,8
A0qYNooALHk.jpg,0.11,8.94,0.0,20.55,3.76,0.0,14.13,13.21,39.3,1
a0Yr4CejPXg.jpg,5.92,7.76,0.74,24.61,0.0,0.0,14.67,23.64,22.66,8
a1g3kt4XLfo.jpg,0.82,5.1,0.0,47.07,0.48,0.01,3.3,13.67,29.55,7
a1jF-AokfCQ.jpg,0.0,1.08,0.0,37.14,0.41,0.0,12.39,12.24,36.74,7
a1Pd3XPaAuE.jpg,0.01,6.77,0.2,24.47,0.53,0.0,21.27,18.04,28.71,7
A1tEA4AGJIE.jpg,0.0,0.3,1.45,15.82,14.49,0.0,29.96,6.09,31.89,3
A2bdBzrRHfs.jpg,0.0,0.35,7.29,18.08,0.48,0.0,15.4,20.31,38.09,1
A2_vSVmLeQs.jpg,0.06,3.17,0.0,31.27,1.27,0.0,12.19,8.5,43.54,7
A54fT5PWTIc.jpg,0.0,21.63,3.36,16.1,0.0,0.0,5.34,28.71,24.86,0
A6G0NXmETR4.jpg,2.38,8.83,0.0,16.29,4.66,0.0,29.03,10.0,28.81,0
A6jYxNYpT5A.jpg,0.02,1.54,0.0,36.61,0.17,0.0,10.37,30.25,21.04,2
A7AWtH1mfZs.jpg,0.82,1.79,0.0,18.6,2.38,0.0,24.86,2.09,49.46,1
A7oeGayicnc.jpg,0.0,1.39,0.0,13.82,10.12,0.12,20.04,6.17,48.34,1
a8kwJYMSyFI.jpg,0.09,0.48,0.34,17.01,5.94,0.0,10.55,22.75,42.84,1
a9PyRuEJlbM.jpg,0.51,2.55,0.06,23.71,1.38,10.32,15.15,24.49,21.83,5
A9rc7uugB6g.jpg,0.68,4.56,0.0,28.05,0.32,0.0,8.46,11.67,46.26,1
a9ss9hxdc_g.jpg,0.0,0.92,3.93,9.59,0.0,0.0,51.33,4.92,29.31,6
aA8hpFdp8rk.jpg,0.74,2.23,3.61,28.03,0.03,0.0,12.1,20.18,33.08,7
aBBKBpmtfTU.jpg,1.59,2.16,0.0,5.03,3.49,0.0,49.97,0.76,37.0,6
Abq7F6HGIX8.jpg,0.39,7.34,0.31,13.54,0.0,1.96,5.91,57.25,13.3,2
ABUx5euD2vk.jpg,0.08,3.21,0.0,15.83,0.29,0.0,11.25,14.31,55.03,1
abYIe3yt2E8.jpg,0.0,0.18,0.94,33.87,13.44,0.0,12.27,16.86,22.44,7
acp-2bET9Tk.jpg,0.18,1.48,0.0,15.67,0.34,0.0,24.74,8.26,49.33,1
aDAR65Fcp7E.jpg,0.61,4.46,0.0,19.88,0.9,0.02,11.14,2.76,60.23,1
aDMij0Q5trA.jpg,1.12,3.63,0.0,19.42,0.69,7.05,22.75,2.03,43.31,5
Ae9RLvFXChQ.jpg,2.19,1.16,0.0,9.53,0.0,0.0,5.88,4.8,76.44,1
AEp-JC1jHvw.jpg,13.08,27.93,0.0,14.56,3.54,0.0,1.62,17.7,21.57,8
affyMammfp4.jpg,0.17,0.3,0.09,26.04,0.35,0.0,28.08,6.0,38.97,1
afsIRMFQR3U.jpg,1.3,1.56,0.0,24.2,0.64,0.0,14.45,13.3,44.55,1
agJmf_4RkHQ.jpg,0.0,1.28,0.0,26.0,1.82,0.0,3.08,18.0,49.82,1
AhVOJm6v5Ig.jpg,0.13,2.9,0.0,49.74,1.59,0.0,16.64,4.9,24.1,7
aHXJvqCqhyc.jpg,0.0,1.15,0.04,23.62,3.82,0.0,15.28,10.0,46.09,1
AI7Us_5-IaQ.jpg,0.0,0.0,0.0,17.1,0.92,3.05,40.75,3.53,34.65,6
aiF84sKG90U.jpg,3.21,0.7,0.0,25.42,1.19,0.0,17.57,9.2,42.71,1
AinyNd4rv2I.jpg,1.5,2.84,0.0,14.4,5.8,0.0,42.43,1.1,31.93,6
aIOMYGTHqqA.jpg,0.87,13.59,0.51,21.36,0.49,0.39,10.05,2.96,49.78,0
AIVU8Rg7Jpo.jpg,0.48,10.52,0.0,7.73,4.33,0.0,7.6,9.52,59.82,1
aiWO5CxPUXk.jpg,1.36,2.56,0.0,23.27,0.17,0.01,9.82,10.15,52.66,1
AJ1dWqy_rws.jpg,0.09,0.25,0.0,16.42,5.07,0.0,22.51,7.65,48.01,1
aJ3H99d41l0.jpg,0.01,3.5,0.0,27.62,0.1,0.06,14.46,12.55,41.7,7
aj6yPs9Z5sc.jpg,0.0,1.02,0.0,13.59,0.0,12.37,33.8,12.92,26.3,5
AJF7cjAgZ9M.jpg,0.0,13.42,0.0,30.91,0.0,0.0,2.64,21.36,31.67,0
AKjlkab1YRo.jpg,0.0,0.0,0.0,53.82,0.0,0.0,11.04,6.79,28.35,7
Al7xFwszHQM.jpg,0.04,4.68,0.0,27.73,0.47,0.03,30.41,7.83,28.81,7
Al9Hk6_w2Qo.jpg,0.82,3.21,0.0,20.75,1.19,0.0,24.97,17.38,31.68,1
alFcZ3YZSig.jpg,0.31,5.16,0.0,10.61,0.38,0.01,30.05,5.63,47.85,1
aLXp5M1mdoo.jpg,1.22,8.63,2.75,6.67,2.42,0.0,25.97,1.93,50.41,1
AmgEFzgnvP4.jpg,0.97,3.29,4.39,13.26,21.41,0.0,9.24,30.28,17.16,3
AMjJd3fnND0.jpg,0.02,0.32,0.07,23.82,0.13,0.0,14.79,23.69,37.16,7
anOwLiXRa5w.jpg,3.16,1.6,1.01,11.43,0.94,0.01,25.54,11.12,45.19,1
ANpbL70-1VI.jpg,0.84,13.42,0.23,10.8,0.61,0.05,30.66,6.08,37.31,0
anSOkTr4ugk.jpg,0.0,0.06,0.0,14.62,0.49,0.0,16.54,7.6,60.69,1
aNTEtfr81E4.jpg,0.13,0.46,3.65,9.92,1.22,0.0,26.44,6.81,51.37,1
apd8JY86i4s.jpg,0.77,0.31,0.0,18.04,7.07,0.0,17.29,6.82,49.7,1
aPgwD05HHKE.jpg,2.82,6.42,15.6,10.27,3.83,1.73,22.92,3.18,33.23,4
ApTB0sxAEpw.jpg,0.0,1.42,0.0,33.17,0.15,0.0,17.08,7.44,40.74,7
AQBE65iSM-E.jpg,0.0,0.01,0.0,16.12,0.23,2.0,32.77,6.1,42.77,1
AqT2DLoO7Gs.jpg,0.01,0.1,3.39,14.45,0.06,0.0,52.88,5.19,23.92,6
AQtTuTZyNiA.jpg,0.0,9.48,0.0,62.95,0.0,0.0,6.78,0.08,20.71,7
aRhLGffqjgk.jpg,0.0,0.57,0.0,8.59,0.0,0.0,31.31,21.16,38.37,1
ARMdb7fgfQU.jpg,1.57,7.24,1.85,21.65,2.91,0.0,8.5,14.95,41.33,1
aRVWwPgSOkk.jpg,0.0,0.14,0.0,44.29,0.0,0.0,0.04,18.66,36.87,7
aSvGcCDoVt0.jpg,0.41,4.0,0.2,15.9,2.74,0.0,15.71,28.08,32.96,2
asVHaM9QXzQ.jpg,0.0,0.04,0.0,24.47,0.0,8.9,33.19,8.0,25.4,5
ata_KjyCz4M.jpg,0.0,0.01,0.0,4.2,0.01,0.0,69.83,2.45,23.5,6
ATurpKuYqg4.jpg,0.52,4.51,0.0,23.95,0.14,0.0,13.64,28.09,29.15,2
auC65HEaRQI.jpg,14.27,5.1,0.0,13.8,7.59,0.0,22.2,4.88,32.16,8
AUuZXLaqerc.jpg,0.96,5.38,0.0,20.51,0.57,7.05,19.26,7.74,38.53,5
AUvVSN8YWZs.jpg,0.02,2.1,0.06,22.65,11.42,0.0,27.73,14.52,21.5,7
Av4KKPcv_Ds.jpg,0.05,0.74,0.0,16.79,0.45,0.0,36.11,7.05,38.81,1
AV8WgtQu6JE.jpg,0.0,7.14,2.58,19.22,0.0,0.0,22.58,3.07,45.41,1
AVRltPV1VQE.jpg,2.7,4.76,0.0,20.74,0.23,0.0,13.37,9.78,48.42,1
avVOKbL4dpI.jpg,0.26,11.31,0.0,10.02,0.0,0.0,17.09,1.54,59.78,1
aW1C2JvSSHg.jpg,1.61,5.18,0.21,35.42,0.15,0.09,0.67,30.57,26.1,2
AwD4OYyEOUA.jpg,0.0,2.56,0.0,30.78,8.82,0.0,5.81,29.83,22.2,2
Awe5mrMvJPI.jpg,0.0,0.86,0.96,9.65,20.35,1.66,36.82,6.91,22.79,3
AwWl2LwQ2-c.jpg,1.09,11.54,0.0,21.37,9.88,2.47,19.93,15.58,18.14,0
AxJ1YGnc1nY.jpg,1.33,3.68,0.0,15.89,0.0,0.0,3.16,24.55,51.39,1
AY57GEPf2DQ.jpg,0.0,1.05,0.0,9.58,0.0,0.0,50.9,9.44,29.03,6
aYc5vE28Big.jpg,0.1,6.12,9.62,8.5,8.23,0.0,33.86,1.87,31.7,4
aYJ0w1ZQfYg.jpg,1.07,4.28,0.0,26.83,13.17,0.35,30.26,7.21,16.83,7
AYr7y-JfhN8.jpg,0.01,10.34,0.0,16.18,0.0,0.0,18.62,33.2,21.65,2
aYxT9tCrADc.jpg,8.21,3.36,0.0,23.78,0.1,0.36,16.5,6.72,40.97,8
AyZZUJGMrio.jpg,0.16,0.69,2.44,5.63,2.67,0.0,56.44,18.89,13.08,6
