VideoID,Yellow,Orange,Red,Violet,Blue,Green,Black,White,Brown,Cluster,View Count,Like Count,Comment Count
--8n6A8Q6M0,0.0,0.010518518518518519,0.0,0.29951131687242794,0.0008006405124099279,0.0,0.14776931447225242,0.1585038986354776,0.5952585677435204,1,0.002180474213463931,0.004212125765745699,0.0054766175195836014
-0FfyNZdHk0,0.000355998576005696,0.01437037037037037,0.0,0.1498199588477366,0.0,0.19505758157389638,0.2856365614798694,0.1615497076023392,0.4770912664291856,5,9.472337999001075e-07,1.525579777524701e-06,3.994615258631365e-06
-1B7cVoZr1c,0.029903880384478464,0.009037037037037038,0.0,0.21296296296296294,0.09447558046437149,0.0,0.15941240478781282,0.3904727095516569,0.3355853089301069,2,0.0009722098421342082,0.0011483801775317188,0.0008987884331920571
-4yu_13EHFM,0.0,0.1291851851851852,0.0,0.33423353909465014,0.0,0.0,0.16137105549510336,0.12828947368421054,0.4795479670802113,1,0.00018221040925017238,0.00044165534559340096,0.00152194841353855
-6FvAU9H98w,0.003915984336062656,0.1517037037037037,0.016320820704126833,0.08731995884773662,0.0005337603416066186,0.0,0.1386289445048966,0.47526803118908384,0.36211767596118416,2,0.0004085928436589518,0.0004870413439747608,0.0004394076784494501
-7vF5F-1btE,0.022783908864364544,0.040888888888888884,0.025180694800652832,0.28793724279835387,0.18908460101414465,0.0,0.18389553862894448,0.14035087719298248,0.36420587151455597,3,0.0005656983353280982,0.001717040039604051,0.0007070469007777516
-9ACKA4sQ4U,0.0,0.0811851851851852,0.0,0.0655864197530864,0.0,0.0,0.3279651795429815,0.29069200779727095,0.42414936739958237,1,1.043890310093996e-06,0.0,0.0
-9hDaG3nJwg,0.002135991456034176,0.007555555555555556,0.0,0.08114711934156377,0.0006672004270082733,0.0,0.7058759521218716,0.15606725146198833,0.17811079719936124,6,0.004897959110030414,0.01267947492595217,0.00626355672553398
-fWzHd63UCA,0.0088999644001424,0.02725925925925926,0.0,0.14969135802469136,0.0,0.0,0.4840043525571272,0.11440058479532166,0.3870531875690947,6,0.0030556022567593977,0.004276200116401737,0.005109112915789515
-GVbt3qdq70,0.0,0.02637037037037037,0.002098391233387736,0.18312757201646088,0.0037363223912463307,0.002159309021113244,0.3618063112078346,0.03508771929824562,0.5711829013634688,1,0.001976322776399746,0.0035286660254146333,0.0012742822675034053
-JTkbbE_KP4,0.0088999644001424,0.13066666666666668,0.0,0.23495370370370366,0.00600480384307446,0.0,0.10359085963003263,0.052144249512670576,0.7065471072349834,1,0.0007792963353218993,0.0009100083372934842,0.0007869392059503789
-NkPxyvAqzA,0.002847988608045568,0.23155555555555557,0.0,0.19161522633744854,0.07045636509207366,0.0,0.1415669205658324,0.2080896686159844,0.4069524628424027,0,0.00361374849675768,0.006245342214241744,0.0013102338048310877
-tg0rduTy7c,0.04058383766464934,0.018666666666666668,0.0032641641408253674,0.36342592592592593,0.0033360021350413663,0.0,0.04309031556039172,0.18445419103313843,0.6014003193710846,1,0.0028425970833614524,0.002678536694388994,0.002532586073972285
-U5-r29G-t0,0.006407974368102528,0.015111111111111112,0.0006994637444625786,0.17965534979423867,0.06872164398185215,0.0007197696737044145,0.37671381936887915,0.19078947368421054,0.3494656676084019,6,8.925906528038291e-05,0.0001880277075799194,0.0002636446070696701
-uj2svY5754,0.08294766820932717,0.03777777777777778,0.004196782466775472,0.363940329218107,0.1904190018681612,0.0,0.16278563656147985,0.10623781676413258,0.3414813904925685,7,0.0005528752383090423,0.0010629477099903355,0.0011144976571581507
-WaDvcu7mcw,0.0,0.005333333333333333,0.00046630916297505244,0.10468106995884774,0.0,0.0009596928982725527,0.7738846572361262,0.01108674463937622,0.22749048028497726,6,0.0007956892794507827,0.0017372539716562533,0.0006231599803464929
-XCc67Ijcz8,0.10964756140975437,0.18251851851851852,0.0,0.23161008230452673,0.008940485721910862,0.0,0.28650707290533184,0.18092105263157895,0.29296155263481144,0,0.010712866313433517,0.026476437038941186,0.027518904516711473
-Ya6eSQ3wng,0.005695977216091136,0.03288888888888889,0.0,0.3168724279835391,0.007739524953295969,0.0,0.26855277475516864,0.12889863547758285,0.4452769929984032,1,0.0001195963219465714,0.000496194822639909,0.00021570922396609368
-_E2KyNAvqg,0.0,0.04459259259259259,0.0,0.3876028806584362,0.08433413397384575,0.0,0.20533188248095754,0.11939571150097468,0.3804200958113254,7,0.0003313385169446498,0.0008062689124218045,0.0007949284364676416
008Fi25LbKY,0.0,0.06903703703703704,0.0186523665190021,0.40779320987654316,0.015078729650386974,0.03934740882917466,0.162132752992383,0.09368908382066278,0.4493305490725955,7,0.00024684783950049876,0.0008726316327441289,0.0008149015127607984
00qBuhJeG-o,0.0,0.0762962962962963,0.0,0.14711934156378598,0.0,0.0,0.18465723612622412,0.3222465886939571,0.480284977275519,1,0.00023294863333461757,0.0,0.000295601529138721
01CgNpWKero,0.0,0.04651851851851852,0.005362555374213103,0.21579218106995884,0.02468641579930611,0.024472168905950095,0.26626768226332964,0.26315789473684215,0.36875076771895343,2,5.008095981512677e-05,9.839989565034322e-05,0.00010385999672441548
026urE67c8c,0.003203987184051264,0.024148148148148148,0.0,0.28729423868312753,0.020549773151854817,0.0,0.28694232861806307,0.06323099415204679,0.5152929615526348,1,0.0007213668668790288,0.0015023146859174494,0.0019853237835397884
06hhcGs3J88,0.000711997152011392,0.009037037037037038,0.0,0.3424639917695473,0.0025353616226314385,0.0,0.3021762785636561,0.11988304093567252,0.41825328583712074,7,0.0006004560163938205,0.001379886908771092,0.0009786807383646843
06YeEjVLC0E,0.0,0.025037037037037038,0.0,0.21051954732510286,0.0,0.0,0.33351468988030464,0.06298732943469786,0.5555828522294558,1,4.401093097495057e-05,0.0001758230693597218,0.0007350092075881711
09HUMZrCH3A,0.0,0.061925925925925926,0.0,0.23559670781893002,0.0,0.0,0.37747551686615877,0.07175925925925926,0.44257462228227495,1,0.004621450609435084,0.010749616507383424,0.0062915190323443995
0AuL6FQR3HE,0.0,0.00814814814814815,1.0,0.18004115226337447,0.0002668801708033093,0.0,0.21403699673558213,0.06578947368421054,0.20366048397002823,4,8.97681229007374e-05,0.00015789750697380655,0.0002476661460351446
0ax6XooGykc,0.0,0.07496296296296295,0.0,0.20151748971193414,0.012676808113157191,0.009117082533589251,0.16898803046789987,0.2257553606237817,0.5280678049379683,1,0.00013893406775269536,0.0001803998086922959,0.00026763922232830146
0Cj35oMbb9Q,0.003203987184051264,0.00044444444444444447,0.0,0.45781893004115226,0.11422471310381639,0.0,0.19129488574537537,0.0746832358674464,0.38226262129959465,7,0.002733794071719865,0.002779224959705624,0.003075853749146151
0e2__WsRZdg,0.1156995372018512,0.05274074074074074,0.0016320820704126837,0.38966049382716045,0.0024019215372297837,0.004798464491362764,0.1371055495103373,0.14510233918128657,0.4549809605699546,7,0.00102927584575268,0.0013421288092773558,0.0003195692206905092
0E4c8VDmUTk,0.0626557493770025,0.02074074074074074,0.0,0.33204732510288065,0.0021350413664264745,0.0,0.2884657236126224,0.10319200779727097,0.42979977889694143,7,0.0006041805139199583,0.0011964359405237468,0.0010226215062096294
0ENcrVkHwBY,0.008187967248131008,0.01362962962962963,0.0013989274889251572,0.23045267489711935,0.06405124099279423,0.04822456813819577,0.22285092491838954,0.16057504873294348,0.4853212136101216,1,0.0002995063062541292,0.0006781202111097296,0.000766966129657222
0eTmLcoLe9s,0.5261658953364187,0.18725925925925926,0.017020284448589412,0.21862139917695472,0.008006405124099279,0.0,0.006093579978237214,0.5075536062378168,0.13683822626212994,8,7.340095384123894e-05,9.573013103967498e-05,0.00016377922560388596
0f3m80ZA8BM,0.045923816304734785,0.025777777777777778,0.0,0.14493312757201643,0.11956231651988258,0.0,0.14733405875952119,0.11549707602339183,0.6489374769684313,1,0.00023475933195891643,0.00010526500464920436,0.0001238330730175723
0G5jfRhHsqg,0.003203987184051264,0.0016296296296296297,0.0,0.09182098765432098,0.21443821724045903,0.06022072936660268,0.46256800870511416,0.13023879142300196,0.24554723007001591,6,1.8667594002113003e-05,3.775809949373635e-05,7.190307465536457e-05
0GVD-9hxk_s,0.26201495194019225,0.03851851851851852,0.0,0.40779320987654316,0.0114758473445423,0.12260076775431862,0.11273122959738845,0.28094541910331383,0.22171723375506694,8,1.540060395755957e-06,1.2204638220197608e-05,0.0
0hjnu1Hjbo4,0.00177999288002848,0.009925925925925927,0.0018652366519002097,0.42245370370370366,0.10995463037096344,0.0,0.14951033732317734,0.07139376218323588,0.462105392457929,7,0.0005364694066454664,0.0014184077981535907,0.001238330730175723
0icIUe7SCcQ,0.0024919900320398724,0.054370370370370374,0.0,0.18930041152263374,0.023352014945289566,0.0009596928982725527,0.429923830250272,0.0750487329434698,0.40768947303771036,6,2.474406660963546e-06,1.3730217997722308e-05,0.00017975768663841142
0IJm5TFpldU,0.0,0.0022222222222222222,0.0,0.4405864197530863,0.0,0.0,0.185310119695321,0.06408382066276803,0.5209433730499937,7,4.081482237120599e-05,0.00022235325257422516,0.00020771999344883097
0IMWasj76yU,0.000355998576005696,0.0020740740740740745,0.00046630916297505244,0.07973251028806584,0.0037363223912463307,0.0,0.8230685527747551,0.012914230019493178,0.19358801130082295,6,6.179572885062606e-06,1.1823243275816433e-05,3.994615258631365e-06
0iNlBNR9PGE,0.0,0.0,0.0,0.2242798353909465,0.3089137977048305,0.30542226487523993,0.38030467899891185,0.10721247563352829,0.025058346640461863,5,5.218807173735354e-05,0.00010106966026101144,0.00013581691879346641
0i_ZIWC0c1M,0.05980776076895693,0.05362962962962963,0.002098391233387736,0.3685699588477366,0.02121697357886309,0.0,0.19075081610446135,0.12585282651072127,0.437415550915121,7,0.0062001929405706355,0.008497097965868203,0.006906689782173629
0JiN_E6wK-E,0.00355998576005696,0.10785185185185187,0.0,0.37667181069958844,0.05898051774753136,0.0,0.1944504896626768,0.16959064327485382,0.32219629038201697,7,3.72256439593396e-05,0.00016857656541647946,0.00027163383758693283
0KOXxVJx0sk,0.01067995728017088,0.007703703703703704,0.03031009559337841,0.2016460905349794,0.050573792367227116,0.0,0.5189336235038083,0.06542397660818715,0.3004544896204398,6,1.0844860443754292e-05,3.0511595550494018e-05,7.589768991399592e-05
0KyvSgEO6Fc,0.008543965824136704,0.0071111111111111115,0.0,0.3397633744855967,0.30317587403255936,0.0,0.17159956474428725,0.23793859649122812,0.17135487040904065,3,0.00035848610877444,0.0010801104824874883,0.0031197945169910957
0mDJwB6DLvg,0.0,0.0035555555555555557,0.0,0.43338477366255146,0.0,0.0002399232245681382,0.1914036996735582,0.16751949317738793,0.41542808008844123,7,3.0607894894731364e-06,1.9069747219058761e-06,1.1983845775894094e-05
0Mnau-zACiE,0.001423994304022784,0.13866666666666666,0.0032641641408253674,0.3877314814814814,0.10875366960234854,0.02735124760076775,0.09717083786724699,0.1932261208576998,0.31126397248495274,7,0.004986567354808825,0.007667945356783529,0.009838737382009051
0nRXbv67-4M,0.15628337486650054,0.025185185185185185,0.023315458148752622,0.26787551440329216,0.02695489725113424,0.0,0.17671381936887917,0.1648391812865497,0.4839700282520575,1,0.0013871691279312643,0.004428758094154207,0.005764229818205059
0nVPBJnjzeI,0.06443574225703098,0.10311111111111111,0.0,0.3470936213991769,0.03696290365625834,0.011516314779270632,0.15973884657236123,0.1301169590643275,0.42672890308315936,7,0.0008738650648955998,0.00346916841409117,0.0012902607285379308
0O2i843tdU4,0.0,0.021333333333333333,0.0,0.2843364197530864,0.00013344008540165466,0.0,0.2212187159956474,0.0912524366471735,0.5862916103672766,1,0.009148094069904656,0.011132537031542124,0.017348614068236016
0o5lQ6LZ4rI,0.000355998576005696,0.30103703703703705,0.0,0.1806841563786008,0.0,0.0,0.3228509249183895,0.01815302144249513,0.41235720427465916,0,0.0006534817778861878,0.001917272385404168,0.0008069122822435356
0qIhFhM6eKw,0.036311854752580995,0.056,0.0,0.25591563786008226,0.039631705364291434,0.2444817658349328,0.120892274211099,0.08211500974658871,0.5331040412725708,5,7.313675938004231e-05,0.00020137653063326052,0.0004234292174149247
0Qr12Zerphs,0.0704877180491278,0.03807407407407407,0.0,0.20781893004115223,0.06431812116359754,0.008877159309021113,0.1490750816104461,0.33345516569200784,0.3947917946198256,2,0.00014160178743404667,0.00020099513568887936,0.00012782768827620367
0r-T21BKkMk,0.03809184763260948,0.028592592592592593,0.0,0.21334876543209874,0.015879370162796905,0.0,0.3260065288356909,0.12085769980506823,0.4723007001596856,1,0.004046582793173259,0.006642755746286929,0.0031877029763878293
0r3rU0ipuiQ,0.0,0.0059259259259259265,0.0,0.17785493827160492,0.0033360021350413663,0.0,0.31762785636561475,0.20163255360623783,0.47770544159194206,1,0.0004155972187643356,0.0008478409613593526,0.00044739690896671285
0Rge7nN8wss,0.00996796012815949,0.1291851851851852,0.0,0.16216563786008228,0.021617293835068056,0.026151631477927064,0.29542981501632204,0.08235867446393763,0.5021496130696474,1,9.021274284762929e-07,3.623251971621165e-05,0.0
0rqsRvyIvIc,0.03310786756852973,0.05555555555555556,0.0,0.14171810699588475,0.8437416599946623,0.0,0.13721436343852011,0.017665692007797273,0.07517503992138558,3,0.0036477135944398124,0.004235390857352951,0.0047456029272540615
0s6stvGVAEk,0.0,0.14844444444444443,0.0,0.15149176954732507,0.0,0.0,0.3165397170837867,0.19261695906432752,0.3981083404987102,0,7.446417545337172e-05,6.026040121222569e-05,3.994615258631365e-05
0SlWsnwIWN4,0.01673193307226771,0.013481481481481483,0.051294007927255775,0.10570987654320987,0.00013344008540165466,0.0,0.35875952121871596,0.2691276803118909,0.39602014494533844,1,5.766527398167389e-05,6.598132537794332e-05,0.0002037253781901996
0UDH4y28YVQ,0.19935920256318976,0.03481481481481482,0.0,0.23945473251028807,0.4994662396583934,0.0,0.06322089227421109,0.19480994152046785,0.16349342832575847,3,2.3674401230156427e-05,7.017666976613624e-05,0.00021171460870746234
0UFz5YQk8o0,0.0,0.07866666666666666,0.0,0.2946244855967078,0.0,0.0,0.20522306855277472,0.09064327485380118,0.5477214101461736,1,3.1303821768127363e-05,7.666038382061623e-05,7.589768991399592e-05
0uJu9JkxNwI,0.00355998576005696,0.2397037037037037,0.005595709955700629,0.1233281893004115,0.0,0.0,0.27486398258977146,0.10112085769980508,0.4844613683822626,0,4.578941076251812e-05,3.775809949373635e-05,8.788153568989002e-05
0yqdgfLWhpM,0.06016375934496262,0.07570370370370372,0.0,0.14094650205761317,0.02575393648251935,0.0064779270633397315,0.45027203482045697,0.022295321637426903,0.44146910698931335,6,0.00015616470163659255,0.00041533909443109985,0.0009107722789679512
0zkiGw4F5Pw,0.0,0.03540740740740741,0.0,0.5246913580246912,0.0,0.0,0.218063112078346,0.006822612085769982,0.43385333497113376,7,0.0012034122145179896,0.0034439963477620123,0.00204923762767789
0zyiBgLpoeE,0.0,0.09170370370370372,0.006295173700163208,0.21206275720164605,0.034027221777421936,0.0,0.08041349292709465,0.297514619883041,0.5134504360643655,1,0.0004755242550845465,0.0016632633524463053,0.0012263468843998289
0z_UIEHwskI,0.30010679957280173,0.11333333333333334,0.030076941011890884,0.23713991769547324,0.02415265545769949,0.005518234165067179,0.20293797606093575,0.09758771929824563,0.4250092126274414,8,0.006034633226143197,0.011367476317280929,0.017248748686770232
0_6HMZjStiQ,0.06158775364898541,0.05940740740740741,0.0,0.26826131687242794,0.03322658126501201,0.0,0.1386289445048966,0.07590155945419104,0.6270728411743028,1,0.0002859486197575998,0.0008070317023105668,0.0009786807383646843
0_pTnqziRqo,0.013883944464222144,0.03718518518518518,0.028911168104453253,0.2762345679012346,0.011876167600747264,0.0,0.25712731229597385,0.01754385964912281,0.5838349097162511,1,0.0015962500470153376,0.003991298092948999,0.0022409791600921957
1-4pxMY9rq8,0.0,0.0,0.0,0.09992283950617283,0.0900720576461169,0.0,0.4645266594124047,0.004385964912280702,0.5102567252180321,6,0.009148558021153587,0.0039020516759638037,0.009311448167869711
1-b2aT0of_Y,0.013883944464222144,0.041185185185185186,0.004196782466775472,0.13027263374485595,0.0021350413664264745,0.0,0.6557127312295973,0.023026315789473686,0.28645129590959345,6,0.00609726020098149,0.008770558140989506,0.01489991491469499
1-m9KLTaeaI,0.04983980064079744,0.06622222222222222,0.0069946374446257864,0.11998456790123456,0.02868961836135575,0.13243761996161227,0.40565832426550597,0.11866471734892789,0.35523891413831227,6,4.220667611799799e-06,6.865108998861154e-06,7.589768991399592e-05
12cGM8Quszs,0.06479174083303667,0.15985185185185186,0.07391000233154581,0.20113168724279834,0.016279690419001867,0.0,0.3171926006528835,0.13730506822612087,0.3199852597960939,0,0.0009325613416526752,0.0022139976521327225,0.000679084593967332
12t-wjHSq5c,0.010323958704165184,0.08548148148148148,0.04569829797155514,0.2664609053497942,0.11969575660528424,0.016554702495201534,0.07442872687704025,0.2769249512670566,0.3825082913646972,2,6.789797652753355e-05,0.00032075314822456837,0.00047935383103576377
