Video Id,Channel Id
5d7EYahP4Bg,UCXisjO3r0KC_Vh-PWwPTbBA
5dOG_pW1mk8,UCuyMhLIzWRBnJ6dNdPXfXMQ
5eoPZMtIUBw,UCRkBBXlng9x1PBS4bZs9oZg
5gwTgaGCyYE,UCYY2mNcq7pv6IRW92JIT6DA
5hSZGKc3VvQ,UCIk6DASPsMiUXnU6Y1Lz8Ww
5l0FJ_t4NQo,UCqCI4i-mZ4Cu6Kr8emMaf1A
5mlZPHOKh60,UCZ1OXjyMDPokR8xOJqCv05g
5oZQfIs_-8s,UCl4I_ztLWgW8ybm9M0n1pyg
5rRwJuCdNDo,UCIpnQnRBlaNqDa-Di0DsHyw
5sa6BmSG-IU,UC2dqBC-sMDS2d6RYlcihEmw
5seK3IKQZDw,UCxSJTo4uztbhXxNr0DhkFsA
5ux5BrTZwXM,UCcCzf_nAGW4q1aiTlLLIWFA
5v6ZZNrPOP8,UC5srj0Tgfq-FuFyk9HFl0Rw
5wuUNfOBBjc,UCO-BUJCM03NS-rwr1VonV4A
5xVeZrpVzow,UCAkLcdOFbDWf-zzPVDu7MTQ
5xiTu6aUkQE,UCSqcvKFWQhhQOiK4jxyEElQ
5xjSpw04q8k,UCQQyW9Ki62OmGzHedws7xlQ
6-el4iKqCKc,UCKMU-I4eYw-D9QF1YdUMUlw
60RF_6NQQu8,UC5NF_7WBa8OVDC0Xbs8yvOg
61AVQo4qIYg,UCW9ip0HhnzbvyFZgKKTFPLg
61QLtwDaN-w,UC3ZnKcjVu7GszgdBe4uRZ3A
62WGyHcb8So,UCQQyW9Ki62OmGzHedws7xlQ
62b4tS4lR3o,UCU78xbApo9_MCzS7B_tfY8w
675kMpNG0L8,UCRNHIq5_JclKEK4Gbx1UFDw
67n-hrCYiSI,UColnnUYyz7CWjhzpF1kASnw
695yhXQFVf8,UCRe3yRMUuJkNeWLtO9kBGqg
69CZQlrfkkU,UCguRKiLcbY9yIG9fxmd9BuQ
6B6zQ8edsa0,UCQQyW9Ki62OmGzHedws7xlQ
6BXzmImCMuc,UCBhnGs1nD_ixIGWkJUYkfRQ
6BZm8EvZXpQ,UCUGW2ubpsY5SDrGHfauQpWw
6BzWXEy4t14,UCHgKHbSc87ES-H_xLlh6j9A
6DFsY_QS7Ag,UCTPxMCyJyYGF6H0eBhOvgsA
6GKM8qPcZsE,UCQYkvXhPNaRxlu-jAI5_5Zg
6HW45MJBOro,UCiNCvGzwadWCZIzTUjoApRQ
6IWRv_AhplM,UCryJ4vhASeu7uhXRPOL3WhA
6JOcVimlemk,UC3V5_2DFqamGSrzYPg-Wggw
6Jwm242qZzg,UCaJYATsZxIJuJfLmCo4aj6Q
6Ko-j7nzMHg,UCOsve8EeUntXzOyeGRUc3OA
6M0SbOzZ36Q,UCMWTQE8CQv5outBblPqa8tg
6MGjjWLbhD0,UC9_UZopES8WMsYnmYXBhi9w
6Mhtr5yE-kc,UC-1ZY8bY46rX3ySgG3Qyn3g
6PgoxhEjKS0,UCPAz3hWHiBC-c1x4K0-atsg
6RpKEGaChbg,UCwmjQLxUeYS2qxpNH8cF0Rw
6SqnPdh85fw,UCM_LbQqMyM08jynil9vYEGg
6TiMvS0rE2I,UC3PVtkwtqwCD4LEPguBEADA
6TiRTK7dfXw,UCEOV7DU1UfzH05r3KBq0OaQ
6VBPJGD2d7w,UCDikY0fBFXGCFA_0Fr2azYg
6VzkSdMg1tM,UCONm3i2-__08mS14cU0rHPg
6WkACQs0IwQ,UCoYVSCQ0BlM6s33p41gYjRA
6XyGH06X2aY,UCfB2E_culXfbKpxr7KqzV3Q
6Y1r34RBXpk,UCPAz3hWHiBC-c1x4K0-atsg
6ZxnCsOKDww,UCPNBc7ZRwmgk1I6j_lenAfw
6br0dqmMfPo,UC2YJzGqpVcaRapIr5XpdLQQ
6fnKelBiaDk,UCYr4VTQfBpXrccQw_H2S8RA
6ftiWoCJ4dM,UC_hN8xs99S6jnMdYCuJgoJA
6gCEl31uiE8,UCixD9UbKvDxzGNiPC_fgHyA
6h0dLQXEtTI,UCKMU-I4eYw-D9QF1YdUMUlw
6hIu5oIB9n0,UCeJ5AjddCuEnZxtUggbzeDA
6hKRN1kDQSg,UCt9BTGSxATM6axwfTY4KnEg
6i2tLx8-fDI,UCryJ4vhASeu7uhXRPOL3WhA
6iur44FBpC4,UCryJ4vhASeu7uhXRPOL3WhA
6jS9lvibXVU,UCpcVjkwSeZG6GJvLsIxK5Yw
6k6bjBniE4Q,UCobYD8WgP3GPOqgvXF2Yy1w
6kgyyJxRWTU,UC9jKcnqQ1TziJRAkSXbNISA
6lZVXJlqN7s,UCU1wi0E8d98o0KTaOGJbieg
6m57KaHerG0,UCarSZcFQ6-0eqZrAG4pKoMA
6n2REq_FiWM,UC211QaCtk9p37_-cvtN3kxg
6nBDx0RTbZU,UCV34zLTn4A60jS8RTI96_sw
6ndkOSiGOe4,UC5wQUM_uqQ6bo6zxvEG6QJw
6nt5qPpzI80,UCdkq517IaeUcnG5CIiFX9RA
6oR4wRe5LMk,UCryJ4vhASeu7uhXRPOL3WhA
6p6ZYZ4vHE4,UCtFLH4pA8J-a7JVSLoLbXUQ
6qGkTAS3j5o,UCoRFqiHx5lWraQ_iAp4si8w
6sECozSy7FY,UCXOKEdfOFxsHO_-Su3K8SHg
6tHy-Kie0GY,UCRrUJKpFAGgA9WVjSWhgk2Q
6um6YczI0qk,UCPAz3hWHiBC-c1x4K0-atsg
6v04kR5QDOA,UCatYGXWCXRt_0XLLKv1hkUw
6wA8OMptkio,UCxBWeubuZrc8sQE_bXytgUQ
6y1yGm7pA-Q,UCiXAAaqS9py7TzHzQ9A5Ftg
6yuZbctPGUI,UCoQWcwy-nYVG6Er9VxyxJJA
6zVtKLYT_lw,UCdkq517IaeUcnG5CIiFX9RA
71BQ4YNhVxA,UCPAz3hWHiBC-c1x4K0-atsg
72FTaFoM3Dk,UCoS-mm5bC5eY07AaKntKzgw
736F9UPGb_k,UC3nLUBlY5ySiKzD0uzInY5Q
736HThq9YRM,UC_hN8xs99S6jnMdYCuJgoJA
74Fz4onYqGY,UCeJ5AjddCuEnZxtUggbzeDA
75DkdpApMOU,UCLPLXSPgySkBypwpi6BrMwg
770rppR5wRM,UC24QUYgHDRVPq-CqzDAXDcQ
77NkGBRuapw,UCWFMGU8jwnfnkHOtWgCUmKA
77jBJ2oe7e0,UCHKoUFkbdX2LnWXGcbkC3jA
79p57XNf8Os,UCi62o_vqzI3hxMS-eDeAvYQ
7BE8xhIVNbs,UCPAz3hWHiBC-c1x4K0-atsg
7Bd3IWiuVgE,UCRNHIq5_JclKEK4Gbx1UFDw
7Cj6-Vn8h8o,UCTfHKQ9fbUEiStUAQEax7dw
7DbQ0qmSrIc,UCnSDZWM7akmbgbwdECSPpow
7DkmB-btFfY,UCRzPUBhXUZHclB7B5bURFXw
7E4E7d5T1ac,UCeT1qAcQxLP6cEfbMe85QCQ
7Ea4f1TT9r4,UCQQyW9Ki62OmGzHedws7xlQ
7G38mOd4or8,UCQS0AOpAZ8RADaOwmP780-A
7HmaEa1cRWk,UCSvaH7DbguYJcp8PHTTv1Zw
7LVNsYnJJlU,UCia6oQqdV5kXk7aXf3gJsYw
7M2gUjv6nfw,UCwjWUUCiv_TPoErI9AZv6Lg
7MPbFfQlXkI,UCWjSwkIn2gGgETcZZYaO-6g
7NMm60VwNnU,UCNMCLJlFSqiUb1EnXII3zhQ
7ObTYEQRcBs,UCWm__g4cPmX-umorqM8VfWw
7OnrK3EmFa4,UC5NF_7WBa8OVDC0Xbs8yvOg
7RJu-I7FndQ,UCPAz3hWHiBC-c1x4K0-atsg
7Sp71mIqyfM,UCAxCIp9ngVqLFSDtX5o4LXw
7Ud67OkzpQs,UCtNK-R1uX4hKBYU-GM54gHQ
7VN3Ck1ZGEs,UCWjSwkIn2gGgETcZZYaO-6g
7VOw25Zgo90,UC3lpA2TVsu_2qKsPlw6FctQ
7WCTTAGYN5Y,UC27C_HWo-UmKkdWGsRJZ8EA
7WQdBSWfixI,UCzqbfYjQmf9nLQPMxVgPhiA
7WsksXmb3CQ,UCYY2mNcq7pv6IRW92JIT6DA
7XPHGhEZF2A,UCpL_tis0ertYh2DSOiCm51g
7Y7ZcQgXMSA,UCFjh6CdEwrQrKf4o9QUnoEA
7YUERW_rvzI,UCPAz3hWHiBC-c1x4K0-atsg
7ZK_w2w9obo,UCeT1qAcQxLP6cEfbMe85QCQ
7_85lOkRh_o,UCVWSmD7gyvZv7fpcgF-oiCQ
7_hNGE5sn-g,UCRrUJKpFAGgA9WVjSWhgk2Q
7agexPKirHQ,UCSjiVW9NV-mcJJ1t6RbMh7A
7ccgqb2ZeXo,UCzfEqx1_-zs2xUUzI3jVRSg
7clXpIYUvnU,UCVv-y0k91qAA-uI_K46UBvg
7h2so0SB0Io,UCLPLXSPgySkBypwpi6BrMwg
7i9At3fld3Q,UCAcSgnjSPBOhwrydN-9K9-A
7jDrzdX2Ucc,UC3PVtkwtqwCD4LEPguBEADA
7k1TN7RtLKg,UC1LlKAwycO8TjYKJIQo2QZA
7kE0sj0R8mE,UC9DwgmJc-uKnxGavukOy_6w
7ltfXT5hdRQ,UCPAz3hWHiBC-c1x4K0-atsg
7mvvufB7rlQ,UCaCIo59HNLEOnVZflHT7Vgg
7ngJLi9cgYs,UCgFP46yVT-GG4o1TgXn-04Q
7pD0XOWc5nU,UC3PVtkwtqwCD4LEPguBEADA
7rHX9QbO_hg,UC3ZnKcjVu7GszgdBe4uRZ3A
7rJgW_ugOLA,UCwD4x63A9KC7Si2RuSfg-SA
7rNoNprvS4U,UCkI3oDLbB2K0iQWXvPnKvmw
7sW7wcxPMOs,UCt9CPuWfS9HgRZmSYpGPFaw
7t1CKyKrfSU,UCoWQLZoPwn3mJ-oiPrwDpbA
7y6lHFHRrM0,UC2YJzGqpVcaRapIr5XpdLQQ
7yEFkxss_i8,UCrrc2wG-F1mPuah_Lb7FJvg
7zNSjbWBo90,UCIPigoUn9DZl6XSuBxoydQg
7zaMbzqj8AI,UCatYGXWCXRt_0XLLKv1hkUw
8-xY54feZA8,UC6tTTsFKifxEhOIMI2HtLeQ
80GF1BTv-4w,UCCzlGcbJPmXwvPKHbV8BOuQ
80oICq8QAew,UCbRaUB7Hfe3clmKqqj8Nm1Q
81u4_4_-ABg,UCgUrDLbtys0JVUyGX2yPE2g
82dNxf_pWFE,UCJogODH1hfW7L7PxiWRiTJw
82iwdUjVZMc,UCYr4VTQfBpXrccQw_H2S8RA
82uds4xpilI,UCt9BTGSxATM6axwfTY4KnEg
84fQk0qUAsQ,UCPAz3hWHiBC-c1x4K0-atsg
84zd0pIlcXo,UCYr4VTQfBpXrccQw_H2S8RA
85t-t3hId3Y,UCoQWcwy-nYVG6Er9VxyxJJA
86ZDNvmGZC8,UCvOxZARbKQLR4WB59oyq45g
86gs985X5tU,UCleKsM8arVjfE1GIaklqGRw
86hNO929zIk,UCUk8aRBVog6G9ipBSN_Ow1g
86mRyBcY940,UCdkq517IaeUcnG5CIiFX9RA
87If-Q2pJWQ,UCyEd6QBSgat5kkC6svyjudA
87q34iZbUXM,UC8w6rSJhWmzLMBtL0daNkPw
8AoRrFwRcZc,UCWm__g4cPmX-umorqM8VfWw
8C2I8JCKHho,UCt9CPuWfS9HgRZmSYpGPFaw
8CehF3aO1xQ,UCKMU-I4eYw-D9QF1YdUMUlw
8DMKzuGsBao,UC8hiiGm6GTyTVvO-LtZ2Xmw
8DYPxsr7kDI,UCe3PDv7F4Uex3ii9zdMbvWQ
8G6-h5XFgbM,UC8lVqk3EQ1wiUeyOMD24N7g
8HG8lmI2Dyg,UCxBWeubuZrc8sQE_bXytgUQ
8Ii6m1GGArM,UCryJ4vhASeu7uhXRPOL3WhA
8KIMFLiprXo,UCArVi6FH57DfXJWn1Gc8iAQ
8KSP_ZW76QE,UC0X6Tph57MzOXAcfWiXZrfw
8KkXk5XEZgY,UCobYD8WgP3GPOqgvXF2Yy1w
8M5VTBEQGso,UCYY2mNcq7pv6IRW92JIT6DA
8MWkMwNAZHo,UChJZein82KzV47Ef4L9Yh_g
8N8jgfmZQOo,UC8hiiGm6GTyTVvO-LtZ2Xmw
8P9QdIHT3sk,UCatYGXWCXRt_0XLLKv1hkUw
8QhrjzWjbGE,UCbc1OGGwJQJvk9zPNA0bMGg
8Rg0U7RW1ww,UC4vgj_Zk_SeEwxo17AJvsyQ
8TaYBEmUegs,UCegwghWDySliAEORgjaZqYA
8UQB5t_euOI,UCgMWh4K-8a8QajV9rtZHZ9A
8Uc8HZrTqr0,UCO5Jeark1e_JP36mY3ua19g
8WOHRXf1sj0,UCAqEoRfgMCtErK0qsL1cCtw
8WdK8j3Cndw,UCO5Jeark1e_JP36mY3ua19g
8X5Wu7ECLWU,UCVv-y0k91qAA-uI_K46UBvg
8X9OLVttNPs,UCqdBWKP4_8bU-Rsk2LvVz6Q
8XMh30agFpk,UCxBWeubuZrc8sQE_bXytgUQ
8X_d-IVydP4,UCSTViMT-lwie6DSDDAmZ3WQ
8Zw4O3ZXdfQ,UCHza0GAxOvBOeLKkMeL8EcQ
8_A_aV_PjYE,UCGtS314Ys3Hav_ICqbK1A6g
8_wGkSYK3Yk,UCYr4VTQfBpXrccQw_H2S8RA
8a1Hsah_yuA,UCLhnofv5sYNVD3P90uc0bEA
8aV0SxSbzvY,UCi9mzS8H-ez_30w5SCL2dmw
8baHlJrFQ4w,UCO5Jeark1e_JP36mY3ua19g
8d12pOYIWo8,UCoNbjiMmQ3c8CdiHu-TaYKw
8d8tfV1uBn4,UCEuMQ0H-7VYfox21BvmjjsQ
8f0-OcYW5zA,UCZ30twqmPtR7YYim3D3J7LQ
8kcD3vk12AY,UCygn9pOnMw5St5Mva69z5nA
8l4FjqCF7sE,UCMY6vXA3cYbUuSf4zYmTwIQ
8mPk9KW_5XE,UCBSVopSgHJar0vGaaDuxZGw
8n0E5tNjhAA,UCxGWrltVGIR3kAK2VsEvc_Q
8nYDDMN3JlA,UC6VT3Fhk2z3-4leoCoZpyPQ
8nuQJvVQR8Y,UCSjiVW9NV-mcJJ1t6RbMh7A
8q6kht_0kbM,UCKLlmM881k4QZN-iUAFIQfw
8qCqpy2emLk,UCi9mzS8H-ez_30w5SCL2dmw
8sXHEs-bfi8,UCAUgY9e_n2DhyZTgvPRoJnQ
8shGtApcXNU,UC_hN8xs99S6jnMdYCuJgoJA
8tuoEOt5om0,UC0p8-e3hIdkP4F09hQc1Uow
8vchOT5yzAA,UCuVEvEzDJORUxstVLfql4oA
8w-X-NU-p9U,UCarSZcFQ6-0eqZrAG4pKoMA
8xdch6aTDAg,UC5NF_7WBa8OVDC0Xbs8yvOg
8zDbtAfmokY,UCX-klax9T94zrnkyRGlHtdA
91YtKieEb88,UCXisjO3r0KC_Vh-PWwPTbBA
91yFv-8okGo,UCt9BTGSxATM6axwfTY4KnEg
92rUJQFLbnI,UCRNHIq5_JclKEK4Gbx1UFDw
93LblYBq59o,UCWkxNq64I4kFwvoFqyN7hyQ
93iLbjUbMDs,UCryJ4vhASeu7uhXRPOL3WhA
95xSTaZ6d70,UCeT1qAcQxLP6cEfbMe85QCQ
96JzEO3MUOY,UCryJ4vhASeu7uhXRPOL3WhA
97mkEBhvnNU,UCO5IhWS7_CIU1HoAkffBzcg
98awVWkCHY0,UCTL128JylZO50B0MqbUuhSw
9BH-FsQS_Y8,UCC9Ozqioy8kGAWDUvwZ6RJQ
9BIzz1Fqhgk,UCNMCLJlFSqiUb1EnXII3zhQ
9D13G0NcaYU,UCdkq517IaeUcnG5CIiFX9RA
9DwB3rQGPlg,UCP_y6xg3u3hF3pskXosMQyQ
9E0_8KPvOt0,UCsZsDjpf2Ppv_cT2K6_q2cw
9Ea2tpAf-UU,UCryJ4vhASeu7uhXRPOL3WhA
9GckZ7AmgNw,UCT350j4u6alUKyF9eu2bGug
9H891iA0xGk,UCi9mzS8H-ez_30w5SCL2dmw
9IiRJUesFNk,UCHpyKVf0Neqcm8WkHinfBkQ
9Iuafbk1eBE,UCf3X_a7dNwSerXn74Kh88LA
9LnHXmnWMZ8,UCkQFtRC61tYJkBZg2PYAmog
9OLxmOmAU_s,UCps-DY2gS0h4fowXa92HQKw
9Q5NLLmgCFw,UC8w6rSJhWmzLMBtL0daNkPw
9QhDszhPhqM,UC3ZnKcjVu7GszgdBe4uRZ3A
9Qlof7jPQpg,UCZ1OXjyMDPokR8xOJqCv05g
9SXB-fOg9Qg,UCTPxMCyJyYGF6H0eBhOvgsA
9U-fgA2FtRU,UCryJ4vhASeu7uhXRPOL3WhA
9VHlFHJOoF8,UCobYD8WgP3GPOqgvXF2Yy1w
9WDrNZDs3lE,UCWk9ho4wXA43KZvxE58WSXg
9XZDbjG2Hf8,UC2vcjazcVurVmpn5svBRA-Q
9YkoGiSudSY,UCqMy-fbfky74L_EgKlYXTDw
9_7UvrHiy6k,UCpko_-a4wgz2u_DgDgd9fqA
9_Iu3w6DVyQ,UCS_4tF4RJgx3dD_amygJN0w
9amj28K0wWk,UCwVVQkHRtW14nqj5dh-QPgg
9au-Wi7_rS0,UCC59s1J7c7zreuvnvLUQ0Xg
9bW4p2CvkNY,UCBINYCmwE29fBXCpUI8DgTA
9cd2ILefikA,UCPAz3hWHiBC-c1x4K0-atsg
9dUzCi1YGQ4,UCGyTJBom8TTHa9pc_VlZXfA
9eeejXbcOa4,UCsdK_DJJRHbQtPwphLOQKpw
9fKsaaUZgbs,UCVR42zazbJZLL4r2Lo8PqRg
9ge3G_sWFlw,UCQXBq7djFA_xTSVgNGLJ0LQ
9hWiKgR22YQ,UCi9mzS8H-ez_30w5SCL2dmw
9iinyVgYTu8,UCBQjTfMEcxMlI49KCQAHwYQ
9jTY_F3I8OI,UCtzKfl7mVo9Bi-DzGMFmnqg
9k1AEA6xXrk,UC9HiNy95qeyWUarzHO9sk8A
9kHEGh0S2E4,UCSvaH7DbguYJcp8PHTTv1Zw
9llvkQdl54Q,UCdkq517IaeUcnG5CIiFX9RA
9mC5dqQohKI,UCi9mzS8H-ez_30w5SCL2dmw
9mR4asD1Rw4,UC1712XEXMIRQW1-spPVK0Ng
9mad8LAUxS0,UCzfEqx1_-zs2xUUzI3jVRSg
9nbuNLU2S-U,UCxdGLXoiXS6o5zIqsKW1wXw
9pyrNSKb16Y,UCeBsQQ-xl2OWko3RhSRGOIA
9sAZ50a_l5M,UCGXNJZwl3W9qaT27yUZjPzA
9sMmTC9x6wc,UC-0XZzV9y16bKIuWb4qWkCg
9t6PWAbylh4,UCRNpa4QyVGKYAgUzxOi2NLw
9t7JItsq3as,UC25HBOBYfc-scqCQcyYKVNw
9uDc4Vg7jTI,UCmUaeYKjQ7n0aMa1KjDHlQg
9vYMByRngU8,UCiBCl6B-tBRPFceSbdNraVw
9zoaiIkFwiI,UC_hN8xs99S6jnMdYCuJgoJA
A-qi6EZGJgM,UCFvQ_bDaalb-1ZyCb48LCpA
A-vKhUpNc3A,UCIk6DASPsMiUXnU6Y1Lz8Ww
A07-gmV4Mos,UCYY2mNcq7pv6IRW92JIT6DA
A08KjPeqgl4,UCW66Ck8Lc8M39UHY3TaKf4A
A0EqeYBE4rM,UCH084jZBDgYLedTTl8OXMKw
A0qYNooALHk,UCATIycLIXMeetRVO-XS4p7g
A1tEA4AGJIE,UCKygRpISlqs5TufcT3JtRng
A2_vSVmLeQs,UC82Q2jylxM5jMmnK4SEb8pA
A2bdBzrRHfs,UCUQPGGBkluwPMxRyY8n1DWQ
A54fT5PWTIc,UC6Je3-ZV_x38NqQAxKiCCyQ
A6G0NXmETR4,UC-VUzVsTFTXMU7aSf-lEsiA
A6jYxNYpT5A,UCt3mOg88T0My5vZpbE0TG_g
A7AWtH1mfZs,UCO5Jeark1e_JP36mY3ua19g
A7lGyjnqMog,UCryJ4vhASeu7uhXRPOL3WhA
A7oeGayicnc,UCoRFqiHx5lWraQ_iAp4si8w
A9FhpQ1XzeA,UCTL128JylZO50B0MqbUuhSw
A9rc7uugB6g,UCobYD8WgP3GPOqgvXF2Yy1w
A9thBIyoEi8,UCcaIZBgmiYTJP9fpO_xjMTQ
ABUx5euD2vk,UCz908wM1diz61piCNbQprJw
AEp-JC1jHvw,UCcqMEET3JKUsN9RGnMPdiyg
AI7Us_5-IaQ,UCvezSDMyptnJPLzAVzoTg2w
AIVU8Rg7Jpo,UCnSDZWM7akmbgbwdECSPpow
AJ1dWqy_rws,UCHza0GAxOvBOeLKkMeL8EcQ
AJF7cjAgZ9M,UCBtp2MhA3sRQ-kOBrBaupSg
AKjlkab1YRo,UCW9ip0HhnzbvyFZgKKTFPLg
AMjJd3fnND0,UCPyi-4WfF63TJ95zKShawcw
ANpbL70-1VI,UCaLfMkkHhSA_LaCta0BzyhQ
APO0oz-fpsQ,UCryJ4vhASeu7uhXRPOL3WhA
APUoIxjKms8,UC5srj0Tgfq-FuFyk9HFl0Rw
AQBE65iSM-E,UC6VT3Fhk2z3-4leoCoZpyPQ
AQiO26XqrpA,UCryJ4vhASeu7uhXRPOL3WhA
AQtTuTZyNiA,UCd2GYeVAsuDE-qUdxtUEs8A
ARMdb7fgfQU,UCbDelWG0lH_xzQjnH-bNB_w
ARnFU7iPCa0,UCuiDKV22zjyC7MJrWvTyV4A
ATNeSPX-KTk,UCryJ4vhASeu7uhXRPOL3WhA
ATurpKuYqg4,UC3dRoIz2ld-8iAHvQMa4iAA
AUMItA0qvqw,UCSjiVW9NV-mcJJ1t6RbMh7A
AUuZXLaqerc,UCWjSwkIn2gGgETcZZYaO-6g
AUvVSN8YWZs,UCAUgY9e_n2DhyZTgvPRoJnQ
AV8WgtQu6JE,UCajXeitgFL-rb5-gXI-aG8Q
AVRltPV1VQE,UCyEd6QBSgat5kkC6svyjudA
AY57GEPf2DQ,UCiEK-SwMjiYsiWzXvOKqKdg
AYr7y-JfhN8,UCbPHHOiOY_tA9BSytK0jDYw
A_HLtsg4TVA,UC_hN8xs99S6jnMdYCuJgoJA
A_qbOO2w6JI,UCt9BTGSxATM6axwfTY4KnEg
Abq7F6HGIX8,UCYRDdicBXeo2zYB6Lg-oK7w
AdCc2tzn1Gc,UCryJ4vhASeu7uhXRPOL3WhA
Ae9RLvFXChQ,UCgFP46yVT-GG4o1TgXn-04Q
AeQZH56GWiA,UCBGWdISBOCKGE0IbL7_S3oQ
AhVOJm6v5Ig,UCam1q_TN5QauJdk07T0bteA
AinyNd4rv2I,UCCc0WJjvRZto3I7qlPzoWUA
Aius_BZxmUo,UCM5PsLystlm5bVMk3kCA2DQ
Al7xFwszHQM,UCO-BUJCM03NS-rwr1VonV4A
Al9Hk6_w2Qo,UCEOV7DU1UfzH05r3KBq0OaQ
Alm47PX09ho,UCTfHKQ9fbUEiStUAQEax7dw
Am22VdC_3qk,UCTfHKQ9fbUEiStUAQEax7dw
AmgEFzgnvP4,UCPNBc7ZRwmgk1I6j_lenAfw
AoCEIX9sHYk,UCAWiZqZlnpD50X_DNIgY2tg
ApTB0sxAEpw,UCPAz3hWHiBC-c1x4K0-atsg
AqT2DLoO7Gs,UCRcnAgWCwVdeGaDxXOStLDA
Av4KKPcv_Ds,UCjW5n1CTxVxmYtX1l2TrMjw
AwD4OYyEOUA,UCy59LeWWXP46uvWAi-uwh9w
AwWl2LwQ2-c,UC2BFx9glnPZ-fK3UPDo3V3A
Awe5mrMvJPI,UCkQFtRC61tYJkBZg2PYAmog
AxJ1YGnc1nY,UCpko_-a4wgz2u_DgDgd9fqA
AxlHmeQ35Sk,UCryJ4vhASeu7uhXRPOL3WhA
AyZZUJGMrio,UCPNBc7ZRwmgk1I6j_lenAfw
B-MuZV0B91o,UC1PwIaB8KklVK5iZqbtZErA
B-Ux7ehmojs,UCZjRgv73affDRgUbiLJtBUg
B1QwLFLxido,UCryJ4vhASeu7uhXRPOL3WhA
B5gs2MyCiRY,UCFKiXXD3aVWU60VQCuUvPHA
B7Hi2gCYx0g,UCO5Jeark1e_JP36mY3ua19g
B7Rz5IHjXWc,UCSjiVW9NV-mcJJ1t6RbMh7A
B7SbnMo9r5Q,UCiMUkmmff55gHoVRpM2Vhaw
B7bX5AlQu6c,UCZ1OXjyMDPokR8xOJqCv05g
B8Ra9V5Novs,UCGSLwd21qtaUh3mF-5X8b4A
B8d7D1Idinw,UCRrUJKpFAGgA9WVjSWhgk2Q
B9UfnHQWJZc,UC6VT3Fhk2z3-4leoCoZpyPQ
BD2RRl7wPMw,UCSKyr0rInDNW2jAWKVy4OcA
BFRmS1RSYYY,UCAUgY9e_n2DhyZTgvPRoJnQ
BFndAL9KPc0,UCCgVh36x3hbuRnHMpwl443Q
BGZiz7NQC_k,UCryJ4vhASeu7uhXRPOL3WhA
BHR9ht4QVuM,UC_hN8xs99S6jnMdYCuJgoJA
BKBIU-YJJc8,UCqz1WM1LPEP_nkMMYeEyBVQ
BKKZBeRVSfw,UCPAz3hWHiBC-c1x4K0-atsg
BKi1QTM3Rto,UCky5varhC3PdITfCco7iWbA
BMCKKkbhQpc,UCp17yfUHfvmjHpHa0xKOmig
BMzt-EsOLzk,UCVWSmD7gyvZv7fpcgF-oiCQ
BNEcbKDIIgg,UCYr4VTQfBpXrccQw_H2S8RA
BNdsUvQjNp4,UCPAz3hWHiBC-c1x4K0-atsg
BPm6ggIwMzQ,UCAUgY9e_n2DhyZTgvPRoJnQ
BPqB__QLHrk,UC23SG4XKkSrbhz-bZ2f5Mfw
BQXEUx8DeJ8,UC6I1pNKRkHzFQhjxH83uaQg
BROKaSugx-Q,UC9DwgmJc-uKnxGavukOy_6w
BS7o7d1V9ig,UCVWSmD7gyvZv7fpcgF-oiCQ
BTkkdlCE-7c,UCl4I_ztLWgW8ybm9M0n1pyg
BUCANbJ9rZs,UCY1Yc3xA1aY0lqnKUTDTi7A
BUFMB5jiFnA,UCryJ4vhASeu7uhXRPOL3WhA
BW96eqdLf_I,UCAn1xZqc_LzZc3D7DpcFcFw
BWCUwXAEaPk,UColnnUYyz7CWjhzpF1kASnw
BXSZVp68G_M,UCI_4xw1y0CV-1gVYK2PgW-A
BXfleP_adiQ,UC_hN8xs99S6jnMdYCuJgoJA
BY1_aLDHAkw,UCzx36kqBqXsl6kSEkpQbwCw
BYqGB4NyzDI,UC5wQUM_uqQ6bo6zxvEG6QJw
BZ243ndklkE,UCEZMMTmwnL9wYRRjRhwNjMg
BZA1TUcHa4k,UC_hN8xs99S6jnMdYCuJgoJA
BZNzNVKim6w,UCZjRgv73affDRgUbiLJtBUg
B_h7W5zTbnk,UCRMPRZ498l0Bu5xvcvaesuA
BaxCa7M2I_s,UC0sEIyXXalzD1lbwm3D2xpA
BbfRMeClL5M,UCbQ92ZjzBeAmvDW6Ukg0wIA
BboemeR1PcA,UC510QYlOlKNyhy_zdQxnGYw
BcNZNEZvU84,UCRrUJKpFAGgA9WVjSWhgk2Q
Bfr7zkTXL9A,UClxGlpO6TzyJcW7gPCJe94g
BfyuKROBWyE,UC5NF_7WBa8OVDC0Xbs8yvOg
BgC1dsQDFRU,UCtgevdBdyeV1rMJqfjK-oJA
BjaKfnWjX9Y,UCswuss4ouZ293r024xXpiIg
Bnc7liFjcvc,UCPAz3hWHiBC-c1x4K0-atsg
BnxSe7m6CKo,UCi9mzS8H-ez_30w5SCL2dmw
BpTl3Yod3_E,UCZfYUKBwN396zj6I3DA2k0A
BppgvPJZMlA,UCHza0GAxOvBOeLKkMeL8EcQ
BrsEZY7wU8Q,UCTL128JylZO50B0MqbUuhSw
Bta_XWrA5lA,UC1712XEXMIRQW1-spPVK0Ng
BtcnosuTnTQ,UC952h9ohW-2w_g0TMrVNgMw
BulWyYdhpFE,UC-1ZY8bY46rX3ySgG3Qyn3g
Bv0XZHD98ss,UCU03NklypYW1AAIoNE2Vh1g
